,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,Company
0,,,,,-5.2957000732421875,-2.8763427734375,-1.8727569580078125,-1.6218643188476562,-1.0752716064453125,-0.56451416015625,-1.27239990234375,-1.3261642456054688,-0.8064498901367188,-0.4390716552734375,0.0,0.47491455078125,0.8064498901367188,1.1648788452148438,1.2096786499023438,1.1648788452148438,1.0304641723632812,1.5770645141601562,2.2759857177734375,1.487457275390625,,,,,,NVS
