Company,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A
VNDA,,,,,0.0,-0.18000030517578125,-0.020000457763671875,0.3299999237060547,0.6400003433227539,0.28999996185302734,0.2799997329711914,0.5299997329711914,0.4200000762939453,0.1400003433227539,0.0,-0.21000003814697266,-0.26999950408935547,-0.75,-0.8500003814697266,-0.4499998092651367,-1.2200002670288086,-0.9899997711181641,-1.2299995422363281,-1.239999771118164,,,,,
AZN,,,,,0.529998779296875,0.09000015258789062,-0.9500007629394531,-1.5200004577636719,-0.9099998474121094,-1.5099983215332031,-1.6800003051757812,-1.8100013732910156,-1.6199989318847656,-0.9099998474121094,0.0,-1.2000007629394531,-0.4900016784667969,-0.34999847412109375,-0.220001220703125,-0.6199989318847656,-0.2599983215332031,-0.060001373291015625,-0.07999801635742188,0.18000030517578125,,,,,
ASRT,,,,,-1.9600002765655518,-1.9600002765655518,-1.6400001049041748,-1.5200002193450928,-1.6000001430511475,-0.8399999141693115,-1.0400002002716064,-0.7999999523162842,-1.6400001049041748,-1.3199999332427979,0.0,0.12000012397766113,0.20000004768371582,0.20000004768371582,0.32000017166137695,0.5600001811981201,0.6000001430511475,0.7200000286102295,-0.19999980926513672,0.0,,,,,
LLY,,,,,-19.06000518798828,-13.319999694824219,-18.790000915527344,-17.62000274658203,-3.6199951171875,-16.969993591308594,-6.980003356933594,-20.79999542236328,-20.68999481201172,-10.689994812011719,0.0,-3.3499984741210938,0.48999786376953125,-0.45999908447265625,11.950004577636719,11.709999084472656,16.040000915527344,16.31999969482422,14.019996643066406,19.779991149902344,,,,,
IGXT,,,,,-0.1899999976158142,-0.17000001668930054,-0.12999999523162842,-0.10999999940395355,-0.12999999523162842,-0.12999999523162842,-0.14000001549720764,-0.12999999523162842,-0.12999999523162842,-0.17000001668930054,0.0,0.0,0.01000000536441803,0.01000000536441803,0.030000001192092896,0.030000001192092896,0.01000000536441803,0.030000001192092896,0.030000001192092896,0.040000006556510925,,,,,
UTHR,,,,,10.729995727539062,12.329994201660156,12.470001220703125,5.1199951171875,3.2999954223632812,5.739997863769531,1.6699981689453125,-0.25,-1.470001220703125,-1.8400039672851562,0.0,-1.7699966430664062,-0.18000030517578125,-0.6199951171875,2.1700057983398438,1.8199996948242188,3.220001220703125,2.2400054931640625,3.69000244140625,5.920005798339844,,,,,
BPMC,,,,,6.430000305175781,5.450000762939453,3.8400001525878906,4.6100006103515625,3.4000015258789062,4.210002899169922,-1.5,0.2550010681152344,-0.1999969482421875,-0.6999969482421875,0.0,-0.2700004577636719,-2.0100021362304688,-0.09000015258789062,1.0199966430664062,1.5999984741210938,1.7399978637695312,0.7299957275390625,3.4099960327148438,,,,,,
ABBV,,,,,3.6699981689453125,3.0499954223632812,0.06999969482421875,0.3899993896484375,-0.100006103515625,-0.5800018310546875,-1.1399993896484375,-1.1800003051757812,0.9899978637695312,-0.8600006103515625,0.0,0.31000518798828125,2.0500030517578125,3.0100021362304688,2.75,2.8800048828125,3.220001220703125,3.1500015258789062,1.8100051879882812,,,,,,
MRK,,,,,,1.9561080932617188,1.2881622314453125,2.6049575805664062,1.7175521850585938,0.5629730224609375,-0.1908416748046875,-0.8206100463867188,-1.5839691162109375,-0.7633590698242188,0.0,-1.1736602783203125,-1.1354904174804688,-0.5438919067382812,0.31488800048828125,1.4503860473632812,1.4122161865234375,1.860687255859375,1.4217605590820312,0.9255752563476562,,,,,
DBVT,,,,,-2.069999933242798,-2.000000238418579,-1.9700000286102295,-1.8100001811981201,-1.8599998950958252,-1.690000295639038,-1.690000295639038,-1.5099999904632568,-1.7700002193450928,-1.7599999904632568,0.0,0.1400001049041748,-0.019999980926513672,-0.07999992370605469,-0.009999990463256836,-0.039999961853027344,-0.039999961853027344,0.019999980926513672,0.0,-0.019999980926513672,,,,,
EGRX,,,,,-5.900001525878906,-4.140003204345703,-4.69000244140625,-4.470001220703125,-3.1300010681152344,-4.460002899169922,-4.8600006103515625,-5.5800018310546875,-4.2350006103515625,-3.740001678466797,0.0,-0.1399993896484375,0.4600028991699219,-0.2849998474121094,-0.34999847412109375,-0.22999954223632812,-0.6299972534179688,-0.9399986267089844,-1.8599967956542969,-2.029998779296875,,,,,
ETON,,,,,-0.26999998092651367,0.09999990463256836,0.36999988555908203,0.36999988555908203,0.2999997138977051,0.4200000762939453,0.440000057220459,0.7100000381469727,0.4099998474121094,0.06999969482421875,0.0,-0.17999982833862305,0.039999961853027344,0.1400003433227539,-0.009999752044677734,-0.039999961853027344,-0.029999732971191406,0.05000019073486328,-0.1099996566772461,0.1100001335144043,,,,,
SNY,,,,,5.709999084472656,4.599998474121094,3.4599990844726562,0.4199981689453125,0.6799964904785156,1.7599983215332031,1.3799972534179688,0.8400001525878906,-0.6100006103515625,-0.030002593994140625,0.0,-0.3400001525878906,-0.7399978637695312,-0.5099983215332031,-0.12999725341796875,-0.48999786376953125,-1.1599998474121094,-1.0900001525878906,-0.80999755859375,,,,,,
SCPH,,,,,,-3.0249996185302734,-3.114999771118164,-3.625,-3.4750003814697266,-3.5950002670288086,-3.4250001907348633,-3.2849998474121094,-3.1649999618530273,-3.114999771118164,0.0,-0.4549999237060547,-0.04500007629394531,-0.2049999237060547,-0.1550002098083496,-0.08500003814697266,0.11499977111816406,0.17500019073486328,0.36499977111816406,0.16499996185302734,,,,,
MRK,,,,,,-1.7843475341796875,-3.0152664184570312,-2.8912200927734375,-1.8415985107421875,-2.4332046508789062,-2.061065673828125,-2.089691162109375,-2.1374053955078125,-0.22900390625,0.0,0.4484710693359375,0.8778610229492188,-0.20038604736328125,0.7156448364257812,1.7080154418945312,1.6793899536132812,2.2709884643554688,2.146942138671875,2.118316650390625,,,,,
ZVRA,,,,,2.6100006103515625,1.8500003814697266,1.7200002670288086,1.4500007629394531,0.5799999237060547,-0.6899995803833008,-0.4699993133544922,-1.0699996948242188,-1.0999994277954102,-1.5399999618530273,0.0,0.1399993896484375,0.15999984741210938,0.36999988555908203,0.31999969482421875,0.3400001525878906,-0.7300004959106445,-0.7400007247924805,-1.1100006103515625,-0.619999885559082,,,,,
VCEL,,,,,0.2999992370605469,-1.7700004577636719,-3.2099990844726562,-3.579998016357422,-3.4599990844726562,-3.2900009155273438,-7.020000457763672,-7.990001678466797,-9.630001068115234,-10.039997100830078,0.0,-5.270000457763672,-5.1399993896484375,-6.0,-3.8199996948242188,-2.270000457763672,-3.1899986267089844,-4.709999084472656,-3.8400001525878906,,,,,,
MDWD,,,,,-3.5,-3.8500003814697266,-3.710000991821289,-5.10999870300293,-4.620000839233398,-4.899999618530273,-5.739999771118164,-6.440000534057617,-11.480001449584961,-10.989999771118164,0.0,-1.6800003051757812,0.21000099182128906,-0.8400001525878906,1.4699993133544922,1.8899993896484375,1.8199996948242188,3.5700016021728516,1.5400009155273438,,,,,,
INCY,,,,,-2.7399978637695312,-1.8799972534179688,-1.3199996948242188,-0.5699996948242188,-0.6899948120117188,0.970001220703125,1.7400054931640625,0.09000396728515625,0.160003662109375,0.6800003051757812,0.0,-1.9900054931640625,-2.9600067138671875,-1.2900009155273438,-1.9000015258789062,-1.9500045776367188,-0.8300018310546875,-1.350006103515625,-1.9600067138671875,-2.3800048828125,,,,,
AZN,,,,,-0.20000076293945312,-1.029998779296875,-0.6300010681152344,-0.7700004577636719,-1.0499992370605469,-0.7000007629394531,-1.7999992370605469,0.17000198364257812,0.25,0.20000076293945312,0.0,0.8499984741210938,1.8699989318847656,2.1399993896484375,2.7399978637695312,2.829998016357422,2.579998016357422,2.779998779296875,2.1899986267089844,1.9099998474121094,,,,,
FGEN,,,,,-0.880000114440918,-0.4099998474121094,-0.5699996948242188,-0.8899993896484375,-0.8499994277954102,-0.9699993133544922,-1.4099998474121094,-1.2999992370605469,-1.359999656677246,-0.7599992752075195,0.0,0.15999984741210938,-0.030000686645507812,-0.4099998474121094,-0.46000003814697266,-0.36999988555908203,-0.9600000381469727,-0.32000064849853516,-0.2200002670288086,-0.3299999237060547,,,,,
CARM,,,,,-32.39999771118164,-36.39999771118164,-37.60000228881836,-34.999996185302734,-41.20000076293945,-41.60000228881836,-36.20000076293945,-34.20000076293945,-38.60000228881836,-55.999996185302734,0.0,-17.80000114440918,-12.0,-16.0,-20.0,-22.200000762939453,-19.600000381469727,-21.200000762939453,-20.80000114440918,-22.200000762939453,,,,,
OMER,,,,,-1.6100001335144043,-1.4099998474121094,-1.5399999618530273,-1.7599997520446777,-1.0299997329711914,-1.489999771118164,-1.4499998092651367,-1.7100000381469727,-2.059999942779541,-2.059999942779541,0.0,0.5499997138977051,0.7300000190734863,0.7899999618530273,0.8199996948242188,0.6500000953674316,0.6999998092651367,0.7100000381469727,0.75,0.5999999046325684,,,,,
BYSI,,,,,,-9.019999980926514,-8.389999866485596,-8.320000171661377,-7.990000247955322,-7.730000019073486,-8.349999904632568,-9.420000553131104,-8.080000400543213,-7.840000629425049,0.0,-0.48999977111816406,-0.9099998474121094,-0.8199996948242188,-0.25999975204467773,-0.08999967575073242,-0.4199995994567871,-0.75,-0.7199997901916504,-0.8599996566772461,,,,,
TAK,,,,,0.010000228881835938,0.05999946594238281,0.3299999237060547,0.34999942779541016,0.36999988555908203,0.3000001907348633,0.25,0.18000030517578125,0.13000011444091797,-0.029999732971191406,0.0,-0.15999984741210938,-0.09999942779541016,-0.14999961853027344,-0.26000022888183594,-0.18000030517578125,-0.28999996185302734,-0.23999977111816406,-0.07999992370605469,,,,,,
FBIO,,,,,-3.75,-1.7999992370605469,-0.5999984741210938,-0.4499988555908203,-1.0499992370605469,-0.75,-2.549999237060547,-1.6499996185302734,-0.2999992370605469,0.6000003814697266,0.0,0.5999984741210938,-0.3000011444091797,-1.6500015258789062,-3.6000003814697266,-3.75,-2.700000762939453,-2.5500011444091797,-4.05000114440918,,,,,,
ATXI,,,,,-2.445000648498535,-1.9800004959106445,-1.9950008392333984,-2.0399999618530273,-1.6800003051757812,-1.8150005340576172,-1.5,0.22499942779541016,-0.15000057220458984,0.0,0.0,-4.4549994468688965,-4.72499942779541,-5.204999685287476,-5.624999523162842,-5.924999713897705,-5.474999666213989,-5.399999618530273,-4.049999713897705,,,,,,
BIIB,,,,,,-7.209991455078125,-6.739990234375,-9.989990234375,-7.1699981689453125,-3.220001220703125,-2.4099884033203125,-2.42999267578125,-1.6999969482421875,4.260009765625,0.0,3.6299896240234375,2.959991455078125,0.4099884033203125,3.8499908447265625,2.0699920654296875,-1.600006103515625,-5.3700103759765625,-5.1100006103515625,-8.740005493164062,,,,,
GILD,,,,,,-1.0700035095214844,-1.6400032043457031,-1.0300025939941406,-0.7900009155273438,-0.720001220703125,-1.0900001525878906,-0.3500022888183594,-0.8600006103515625,-0.14000320434570312,0.0,0.9800033569335938,1.4500007629394531,1.6000022888183594,0.0,-0.7199974060058594,-1.2599983215332031,-2.3400001525878906,-2.259998321533203,-2.109996795654297,,,,,
AZN,,,,,-0.4900016784667969,-0.9500007629394531,-1.6100006103515625,0.31999969482421875,2.9199981689453125,3.8899993896484375,2.700000762939453,-0.04000091552734375,-0.5100021362304688,0.09000015258789062,0.0,0.9799995422363281,1.5699996948242188,3.279998779296875,2.8400001525878906,3.0900001525878906,3.270000457763672,3.9300003051757812,5.629997253417969,4.739997863769531,,,,,
LLY,,,,,21.670013427734375,21.3900146484375,18.69000244140625,12.230010986328125,11.25,2.17999267578125,0.04998779296875,-1.95001220703125,2.670013427734375,3.5,0.0,1.329986572265625,3.970001220703125,0.70001220703125,2.20001220703125,-1.32000732421875,4.980010986328125,3.730010986328125,4.79998779296875,18.149993896484375,,,,,
AXSM,,,,,1.3400001525878906,-6.879997253417969,-9.0,-5.55999755859375,-5.05999755859375,3.5400009155273438,4.05000114440918,3.5400009155273438,2.0400009155273438,2.2900009155273438,0.0,1.7999992370605469,4.459999084472656,2.700000762939453,-4.220001220703125,-7.220001220703125,-4.75,-8.25,-8.700000762939453,-6.14000129699707,,,,,
ETON,,,,,0.06000018119812012,-0.039999961853027344,-0.09999990463256836,0.0,-0.019999980926513672,-0.08999991416931152,-0.08999991416931152,-0.029999971389770508,-0.06999993324279785,-0.17999982833862305,0.0,-0.13000011444091797,-0.19000005722045898,-0.13000011444091797,-0.24000000953674316,-0.25999999046325684,-0.1700000762939453,-0.1400001049041748,-0.19000005722045898,,,,,,
RYTM,,,,,0.5,0.18000006675720215,0.5199999809265137,0.13000011444091797,-0.25,-0.3399996757507324,0.2800002098083496,0.7300000190734863,0.5600001811981201,0.4500000476837158,0.0,0.039999961853027344,0.2999997138977051,0.869999885559082,0.7199997901916504,0.4499998092651367,0.7799997329711914,0.440000057220459,0.36999988555908203,,,,,,
SPRO,,,,,,-0.07999998331069946,-0.027000010013580322,-0.018999993801116943,0.050000011920928955,0.001999974250793457,0.013999998569488525,-0.06999999284744263,-0.10999995470046997,0.0,0.0,-0.1679999828338623,-0.13599997758865356,-0.19900000095367432,-0.11299997568130493,-0.1600000262260437,-0.1589999794960022,-0.1340000033378601,-0.11500000953674316,,,,,,
ACAD,,,,,2.020000457763672,2.210000991821289,2.280000686645508,1.6700000762939453,1.8600006103515625,1.7500009536743164,2.330000877380371,1.4300003051757812,1.4700002670288086,0.8200006484985352,0.0,0.18000030517578125,-0.220001220703125,-0.29000091552734375,-0.7000007629394531,-0.04000091552734375,0.15999984741210938,0.5199985504150391,0.6199989318847656,0.9300003051757812,,,,,
SUPN,,,,,-0.8000011444091797,-0.05999946594238281,-1.6700000762939453,-1.539999008178711,-2.1099987030029297,-1.760000228881836,-2.519998550415039,-2.010000228881836,-2.3299999237060547,-1.5500011444091797,0.0,-0.43000030517578125,-0.6499996185302734,0.39999961853027344,0.7199993133544922,1.8099994659423828,2.239999771118164,1.730001449584961,1.1600017547607422,1.8999996185302734,,,,,
YMAB,,,,,,0.5499999523162842,0.4200000762939453,0.5299999713897705,0.309999942779541,0.21000003814697266,0.309999942779541,0.32000017166137695,0.15999984741210938,0.03000020980834961,0.0,-0.26000022888183594,-0.09000015258789062,-0.19000005722045898,0.13000011444091797,0.09999990463256836,-0.1399998664855957,0.38000011444091797,0.4099998474121094,0.5799999237060547,,,,,
LLY,,,,,,-16.8699951171875,-3.759979248046875,-6.67999267578125,-14.339996337890625,-13.04998779296875,-15.54998779296875,-11.66998291015625,-5.94000244140625,-5.009979248046875,0.0,-3.860015869140625,0.32000732421875,3.660003662109375,1.94000244140625,-3.970001220703125,-5.57000732421875,-1.920013427734375,-3.5,-15.3699951171875,,,,,
CYTK,,,,,,0.01000213623046875,0.4900016784667969,-0.7700004577636719,-2.3499984741210938,1.3199996948242188,1.6199989318847656,0.2700004577636719,0.5499992370605469,0.3800010681152344,0.0,-0.25,-3.7600021362304688,-1.4099998474121094,-4.229999542236328,-3.25,-4.119998931884766,-6.5,-7.760002136230469,-6.090000152587891,,,,,
AMGN,,,,,,-9.3699951171875,-8.410003662109375,-2.55999755859375,-8.8699951171875,-6.5800018310546875,-4.5,-5.959991455078125,-2.0,-2.7899932861328125,0.0,4.529998779296875,3.0800018310546875,3.149993896484375,3.4499969482421875,-2.94000244140625,-3.230010986328125,-5.8700103759765625,-3.790008544921875,1.519989013671875,,,,,
ABBV,,,,,4.0699920654296875,6.3199920654296875,3.959991455078125,1.720001220703125,-0.1800079345703125,-0.3899993896484375,-1.6300048828125,-0.5500030517578125,-2.4499969482421875,-3.100006103515625,0.0,1.6300048828125,4.350006103515625,3.8699951171875,4.5800018310546875,4.3300018310546875,4.25,5.6999969482421875,6.75,6.1100006103515625,,,,,
INCY,,,,,-0.5999984741210938,0.25,-0.9199981689453125,-1.7399978637695312,-0.20999908447265625,-1.7099990844726562,-1.3600006103515625,-1.9599990844726562,-1.2299957275390625,0.0,0.0,-2.029998779296875,-1.4500045776367188,-1.9500045776367188,-1.1200027465820312,-1.220001220703125,0.0099945068359375,0.40000152587890625,0.3899993896484375,1.5199966430664062,,,,,
LLY,,,,,,34.459991455078125,31.72998046875,24.410003662109375,20.529998779296875,12.910003662109375,6.8599853515625,8.149993896484375,11.1099853515625,6.100006103515625,0.0,-0.41998291015625,-2.79998779296875,-5.239990234375,-4.67999267578125,-0.339996337890625,10.089996337890625,8.20001220703125,9.69000244140625,1.1199951171875,,,,,
NVO,,,,,-2.470001220703125,-6.1100006103515625,-5.025001525878906,-4.075004577636719,-2.2800064086914062,-2.7950057983398438,-3.3300018310546875,-3.4950027465820312,-3.3850021362304688,-3.6700057983398438,0.0,1.4050064086914062,4.0050048828125,4.0500030517578125,4.4900054931640625,4.280006408691406,5.420005798339844,4.5,3.6150054931640625,3.3350067138671875,,,,,
NVO,,,,,-2.470001220703125,-6.1100006103515625,-5.025001525878906,-4.075004577636719,-2.2800064086914062,-2.7950057983398438,-3.3300018310546875,-3.4950027465820312,-3.3850021362304688,-3.6700057983398438,0.0,1.4050064086914062,4.0050048828125,4.0500030517578125,4.4900054931640625,4.280006408691406,5.420005798339844,4.5,3.6150054931640625,3.3350067138671875,,,,,
EGRX,,,,,,0.6000003814697266,0.25,-0.4799995422363281,-0.5699996948242188,-0.23999977111816406,-0.1700000762939453,0.3899993896484375,0.2999992370605469,0.29000091552734375,0.0,-0.049999237060546875,0.7800006866455078,-1.7800006866455078,-2.450000762939453,-1.8999996185302734,-1.8899993896484375,-1.8700008392333984,-1.3500003814697266,-2.0799999237060547,,,,,
ALDX,,,,,,-3.7599997520446777,-4.1700005531311035,-3.3700003623962402,-2.8899998664855957,-2.6700005531311035,-2.7350001335144043,-3.1500000953674316,-2.8000006675720215,-2.9200005531311035,0.0,0.03000020980834961,-0.6099996566772461,-0.20999956130981445,-0.25999975204467773,0.010000228881835938,0.18000030517578125,0.6700005531311035,0.26000022888183594,,,,,,
ETON,,,,,,-0.3000001907348633,-0.32000017166137695,-0.630000114440918,-0.6200001239776611,-0.1400001049041748,-0.5099999904632568,-0.6200001239776611,-0.6900002956390381,-0.7000000476837158,0.0,-0.019999980926513672,0.15000009536743164,0.1700000762939453,0.13000011444091797,-0.06999993324279785,-0.08999991416931152,-0.08999991416931152,0.029999971389770508,,,,,,
AMRX,,,,,,0.09999990463256836,0.1099998950958252,0.15999984741210938,0.1699998378753662,0.20000004768371582,0.18000006675720215,0.25999999046325684,0.18000006675720215,-0.04999995231628418,0.0,-0.28999996185302734,-0.08999991416931152,0.08000016212463379,-0.039999961853027344,0.0,-0.019999980926513672,-0.009999990463256836,-0.019999980926513672,,,,,,
CTXR,,,,,-0.0700000524520874,-0.12000000476837158,-0.11000001430511475,-0.08000004291534424,-0.0700000524520874,-0.04999995231628418,-0.039999961853027344,-0.019999980926513672,0.0,0.029999971389770508,0.0,-0.12999999523162842,-0.16500002145767212,-0.20600003004074097,-0.1420000195503235,-0.19900000095367432,-0.1899999976158142,-0.17599999904632568,-0.19900000095367432,-0.12400001287460327,,,,,
MESO,,,,,-1.440000057220459,-1.679999828338623,-0.8799996376037598,0.019999980926513672,-0.32000017166137695,-0.32000017166137695,-0.019999980926513672,-0.019999980926513672,0.0,0.0,0.0,-4.700000047683716,-5.1600000858306885,-5.240000009536743,-5.519999980926514,-5.480000019073486,-5.480000019073486,-5.480000019073486,-5.440000057220459,-5.380000114440918,,,,,
SAGE,,,,,-8.630001068115234,-7.850002288818359,-5.740001678466797,-0.10500335693359375,0.2999992370605469,1.1399993896484375,1.4199981689453125,0.09999847412109375,-0.6400032043457031,0.09000015258789062,0.0,-19.349998474121094,-17.169998168945312,-17.10999870300293,-16.73999786376953,-14.329998016357422,-14.469999313354492,-14.849998474121094,-15.729997634887695,-16.089998245239258,,,,,
BIIB,,,,,-7.819976806640625,-8.079986572265625,-1.389984130859375,3.670013427734375,6.1300048828125,3.69000244140625,-1.269989013671875,-0.379974365234375,-2.639984130859375,1.170013427734375,0.0,2.30999755859375,5.220001220703125,2.3699951171875,0.139984130859375,4.759979248046875,3.819976806640625,1.29998779296875,-3.660003662109375,-7.420013427734375,,,,,
GRTX,,,,,-0.19000005722045898,-0.12999987602233887,-0.440000057220459,-0.2200000286102295,-0.029999971389770508,0.09999990463256836,0.009999990463256836,-0.009999990463256836,0.06999993324279785,0.13000011444091797,0.0,-1.8799999952316284,-1.9180000126361847,-1.9399999976158142,-1.969999998807907,-1.9890000224113464,-2.0080000162124634,-2.019000008702278,-2.0150000154972076,-2.0250000059604645,,,,,
AZN,,,,,,-2.0999984741210938,-0.8899993896484375,-1.25,-1.6399993896484375,-2.1399993896484375,-1.8600006103515625,-0.8199996948242188,-1.1399993896484375,-0.6399993896484375,0.0,1.0,1.220001220703125,-0.40000152587890625,0.339996337890625,-0.5500030517578125,0.779998779296875,1.2699966430664062,-0.37000274658203125,-0.3300018310546875,,,,,
LLY,,,,,-32.99005126953125,-36.6700439453125,-31.35003662109375,-11.84002685546875,-12.25,-14.0,-11.72003173828125,-11.47003173828125,-6.1600341796875,1.15997314453125,0.0,-13.0999755859375,-6.8299560546875,3.19000244140625,26.92999267578125,33.47003173828125,41.02001953125,66.99005126953125,72.21002197265625,70.9100341796875,,,,,
IPSEY,,,,,-1.8800010681152344,-1.8800010681152344,-0.7800025939941406,-0.7800025939941406,-0.5400009155273438,-0.5400009155273438,-0.5400009155273438,-0.5400009155273438,-0.5400009155273438,-0.5400009155273438,0.0,-0.23999977111816406,-0.13499832153320312,-0.3899993896484375,-0.09999847412109375,-0.09999847412109375,-0.09999847412109375,-0.3749980926513672,-0.3749980926513672,-0.3749980926513672,,,,,
ALNY,,,,,-2.4499969482421875,-6.7299957275390625,-8.539993286132812,-5.709991455078125,-8.779998779296875,-10.639999389648438,-4.589996337890625,-0.8499908447265625,-10.389999389648438,-8.599990844726562,0.0,0.739990234375,-0.5,-3.0300140380859375,-0.20001220703125,-1.07000732421875,-2.3400115966796875,-3.2400054931640625,-7.82000732421875,-6.5300140380859375,,,,,
REGN,,,,,-28.10003662109375,-23.35003662109375,-26.49005126953125,-27.60003662109375,-30.02001953125,-31.1600341796875,-35.19000244140625,-28.3800048828125,-17.56005859375,-0.1700439453125,0.0,-12.92999267578125,-4.18994140625,-11.42999267578125,-16.4599609375,-33.28997802734375,-30.79998779296875,-28.5799560546875,-17.199951171875,10.32000732421875,,,,,
SNY,,,,,-1.8500022888183594,-2.0,-2.4000015258789062,-2.740001678466797,-2.740001678466797,-2.479999542236328,-2.5900001525878906,-1.7400016784667969,-0.5600013732910156,-0.26000213623046875,0.0,0.020000457763671875,0.2800025939941406,1.0400009155273438,1.2800025939941406,-8.919998168945312,-7.189998626708984,-6.799999237060547,-5.719997406005859,-5.540000915527344,,,,,
LLY,,,,,-10.510009765625,-4.35003662109375,3.63995361328125,-12.1400146484375,-6.1700439453125,12.19000244140625,20.05999755859375,14.5799560546875,26.3599853515625,25.8299560546875,0.0,-12.47998046875,14.9000244140625,19.6400146484375,38.84002685546875,11.030029296875,17.4200439453125,32.4200439453125,30.530029296875,8.25,,,,,
ALDX,,,,,,0.15999984741210938,0.039999961853027344,0.09999990463256836,0.12999987602233887,-0.23000001907348633,-0.040000200271606445,0.17999982833862305,0.08999991416931152,0.08999991416931152,0.0,0.08000016212463379,0.15000009536743164,0.15000009536743164,0.24000000953674316,0.6500000953674316,0.5,0.5300002098083496,0.6200001239776611,0.5400002002716064,,,,,
FBIO,,,,,-0.1099998950958252,-0.1700000762939453,-0.2999999523162842,-0.7999999523162842,-0.619999885559082,-0.5,-0.7100000381469727,-0.809999942779541,-0.809999942779541,-0.5699999332427979,0.0,-0.07999992370605469,-0.1400001049041748,0.029999971389770508,0.25,0.8499999046325684,1.0,1.3900001049041748,0.5099999904632568,,,,,,
