Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
RARE,,,,,,,,,,,,,,,,,,,953300,635100,687000,497400,505700,652100,540900,524500,496700,476000,597000,367300,395500,694800,411100,708000,506200,447300,460400,632400,945600,617700,458700,355700,483000,864000,558600,357800,420900,359300,628200,496700,369900,436300,316700,345500,271700,511900,370000,316300,287000,570400,527100,1610700,610900,548400,455200,595100,1186100,375400,1236800,1295700,663400,714300,445700,394200,317400,259200,474900,365000,325700,386000,713500,322200,256400,273100,358300,387900,385500,376900,339300,333100,557200,431700,358200,276500,225000,289700,275100,320900,315600,256500,202700,,,,,,,,,,,,,,,,,,,,
EVOK,,,,,,,,,,,,,,,,,,21500,7742,22300,30100,6642,19483,6733,14525,19875,22908,14825,19742,19800,20400,22267,25050,37983,20767,11658,15467,165017,74258,185908,54517,68725,161992,73342,27142,51775,72375,36667,52308,47367,120692,113533,71383,61058,76867,45267,167333,144483,88117,146183,703275,3277300,496150,150608,201875,108500,66933,72783,70125,73367,57225,38092,27125,34325,30558,62825,56592,52358,37983,45342,29908,25700,17308,32683,20217,16767,8725,18958,29517,17842,14525,27242,88900,59492,20083,86150,262542,84717,29392,62692,40425,,,,,,,,,,,,,,,,,,,,
KPTI,,,,,,,,,,,,,,,,,,,,931300,909400,1029200,656400,934900,1816000,2722100,1801600,3178900,1760900,1345500,955600,2010500,1373400,1673500,1604900,1177000,1473400,1490800,2030300,1054600,2041300,1928900,1611600,2077000,3729100,2909400,2240900,1546800,1901900,1309000,1337500,1542500,1106100,1579100,1909900,1561500,2140900,2176400,952100,3178100,6802600,3658000,2867900,2095400,3133100,1470600,1540800,2230200,1479500,1613800,1192900,1235200,1520200,1459100,2034200,3198300,1446500,1946900,2095000,1703400,1514600,935700,1414200,1283000,1010000,1094200,2350900,1237400,1567700,2102500,3553900,2244200,2279600,1781900,1154600,1401900,1380700,1186000,1139500,889400,762600,825200,2172600,,,,,,,,,,,,,,,,,,
HALO,,,,,,,,,,,,,,,,,,,,1241400,1688900,2074600,922100,1022200,1204600,1384300,2907900,2456100,1747500,1393800,1246200,1961600,1607200,1303200,1451500,1515800,1755400,1804300,805000,1321000,1181000,1462100,1214600,1445000,1370800,1007700,1001600,1395700,1389500,1261300,1118900,1084600,986700,778900,2885300,1921700,1355300,834700,968200,1851400,1718400,2578100,1902500,2584700,2010600,923100,1458700,776200,691600,1202300,1141400,1557500,884700,915700,709000,718800,966400,877200,1138600,1432800,979400,861300,552700,918000,981400,860100,939300,910000,745600,709700,1234800,1405800,2036100,1313000,919200,788400,504200,474200,685800,590800,391400,472100,678300,,,,,,,,,,,,,,,,,,
RARE,,,,,,,,,,,,,,,,,,,,476000,597000,367300,395500,694800,411100,708000,506200,447300,460400,632400,945600,617700,458700,355700,483000,864000,558600,357800,420900,359300,628200,496700,369900,436300,316700,345500,271700,511900,370000,316300,287000,570400,527100,1610700,610900,548400,455200,595100,1186100,375400,1236800,1295700,663400,714300,445700,394200,317400,259200,474900,365000,325700,386000,713500,322200,256400,273100,358300,387900,385500,376900,339300,333100,557200,431700,358200,276500,225000,289700,275100,320900,315600,256500,202700,314700,278100,309500,130000,266800,256600,226200,285700,296500,186200,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,,,12830200,6471500,9179300,7518200,6983200,8532200,4154700,4980900,5301600,4932200,6236000,10340600,6453700,8151300,6108000,4638900,3244700,4732300,7859900,10387700,8717100,8972300,11618000,7872200,7847500,6877000,5064100,7755100,9406100,5221100,5370400,6634000,4332700,6905200,2857000,6161700,4226300,4869600,6473100,5491200,6575600,4951300,2853100,3986200,4716100,5459400,3104000,6276300,3322500,4738800,3331900,6387200,4166500,2763900,2807700,9217500,3486700,2985800,3025100,3751900,6507000,5959900,3873700,2160400,5807600,4920200,4371800,4435500,3282200,6874800,6349200,5958400,5361300,5328700,5185800,4717400,3048900,2333800,5010600,9443300,5851300,5809700,8787500,,,,,,,,,,,,,,,,,,,
CYDY,,,,,,,,,,,,,,,,,,,,,2235500,2214700,3396500,3447200,3109600,4630800,3074600,5921600,6091800,3821100,1921000,2469600,3656700,2129000,2274500,2670600,5427300,4069900,1766900,3084300,4494300,2573700,2265900,1088800,3605700,9684300,10189900,6044200,10512500,18517900,15569700,18052900,56325800,17025200,9476500,7840400,6355900,14052700,8690100,8737700,21148900,9957500,8098300,7075800,7287400,11255500,12751300,5227700,3064700,3736600,4001500,2948100,9024100,6546400,8231600,3825400,3396900,3677300,5272300,4862200,4132200,12285400,3428100,5579500,7538800,7799500,15410900,6658800,3779500,9973100,9680300,3217300,4139800,4035300,3326500,2126000,2006100,3465800,7355700,4934200,6963200,3793800,3986800,,,,,,,,,,,,,,,,,,
MOR,,,,,,,,,,,,,,,,,,,,,78500,91100,142800,222500,274100,143200,177100,84100,77400,57700,59600,218200,60600,40300,55600,75500,66800,48800,59400,72700,43300,74200,118700,84600,118500,114100,66000,178500,103700,133200,80300,99500,190200,250500,188700,221200,231700,122300,102400,103100,85000,108100,43900,81600,88000,111600,61900,45200,51400,45900,56700,66500,170800,100700,563700,180000,179300,194300,216400,98000,105900,49200,33200,41700,74400,39800,84800,43400,34700,122600,61600,67000,49900,28800,42700,69400,32200,59200,57900,56500,51800,69100,88500,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,,,,579000,518900,610800,1032700,347500,325200,252600,572800,499500,2702300,2826400,1183700,1019200,1090600,1707300,1045700,666800,508900,998000,961100,580300,614100,484000,1851600,515500,685900,510900,440300,435100,472800,440000,747200,394100,518700,553800,530100,257000,406200,403900,554000,806700,727100,629900,399300,489900,430400,501500,901000,424900,676400,1120000,1201000,764100,523000,417600,973400,647000,490700,301100,365500,402000,361300,361600,367400,408400,412700,759600,881500,654900,787400,591100,784000,663300,1853300,1175200,1057700,1000500,811000,799100,875800,724000,8444200,,,,,,,,,,,,,,,,,,,
EXEL,,,,,,,,,,,,,,,,,,,2385900,2592000,2480400,3411300,1889000,1981600,2013500,2581900,2334000,3011800,2144400,2791800,2368400,1922800,7474700,2642000,2530400,1626100,1275800,2530400,1340200,4946600,2172100,1383500,1622000,2984700,2073700,2158200,3661100,2389200,3965100,1741600,1403800,2176100,2655000,1770000,1409100,2515700,1811200,1660000,1245800,1996500,1836900,1977500,1405200,1595000,2469800,2145100,2725700,2062700,2412100,1889900,1366600,1383800,2090400,1517000,1855500,1116100,937100,1652400,989300,1797000,1981900,1044600,1394700,1360100,1048500,1462700,1442100,1932800,1165800,1265600,2267600,4516000,2526800,5462400,3324700,4138600,4399700,1918200,2919200,2473000,2144000,,,,,,,,,,,,,,,,,,,,
MOR,,,,,,,,,,,,,,,,,,59600,218200,60600,40300,55600,75500,66800,48800,59400,72700,43300,74200,118700,84600,118500,114100,66000,178500,103700,133200,80300,99500,190200,250500,188700,221200,231700,122300,102400,103100,85000,108100,43900,81600,88000,111600,61900,45200,51400,45900,56700,66500,170800,100700,563700,180000,179300,194300,216400,98000,105900,49200,33200,41700,74400,39800,84800,43400,34700,122600,61600,67000,49900,28800,42700,69400,32200,59200,57900,56500,51800,69100,88500,30200,27400,62600,38600,32700,35800,46000,37300,105000,19900,33200,,,,,,,,,,,,,,,,,,,,
XNCR,,,,,,,,,,,,,,,,,,403500,445000,417900,383700,412000,5153600,510900,456500,533100,599800,351900,281100,340600,366700,1795200,813200,543200,428200,441200,1681300,582800,404900,600300,469000,402700,302700,254500,185500,196400,312200,348700,458100,216500,351100,352900,308200,183400,221900,214300,151500,244700,277700,204800,358000,310900,205000,348500,258600,274500,251900,269000,348600,181200,169900,211800,239200,228300,173000,202900,183900,151400,207700,135600,265100,353800,552900,272700,226900,302600,450600,278900,285600,337200,513600,276500,430900,428300,2238400,547600,303200,350100,258200,194900,202400,,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,1345200,1902000,1630000,1528700,1599700,1387500,1199000,1318300,1934600,1079800,1281600,1175000,962300,999500,3731800,2497400,1945600,1636800,1315400,2124000,1075700,1131600,1312600,1438200,1364900,1601900,735600,1020100,794600,1478900,1684900,1790200,938700,2503600,1388400,1077400,804200,1154100,852300,1038200,732200,986300,1431000,1115400,1942800,1977700,1390000,964200,760500,1208100,1571300,739000,513100,900700,1058600,962700,1208300,921600,2559600,849600,583900,687700,744100,675700,876500,980400,807200,1515300,962500,1093100,1078000,900100,803400,1429100,857500,1059100,1392700,3301700,1472200,954400,935700,1035700,1378100,1445300,,,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,,,572800,499500,2702300,2826400,1183700,1019200,1090600,1707300,1045700,666800,508900,998000,961100,580300,614100,484000,1851600,515500,685900,510900,440300,435100,472800,440000,747200,394100,518700,553800,530100,257000,406200,403900,554000,806700,727100,629900,399300,489900,430400,501500,901000,424900,676400,1120000,1201000,764100,523000,417600,973400,647000,490700,301100,365500,402000,361300,361600,367400,408400,412700,759600,881500,654900,787400,591100,784000,663300,1853300,1175200,1057700,1000500,811000,799100,875800,724000,8444200,723000,778400,758700,544500,455000,474500,448400,622200,511200,,,,,,,,,,,,,,,,,,
TRVN,,,,,,,,,,,,,,,,,,88412,102032,68040,101584,50192,250696,61408,83248,271432,166656,128948,287600,137444,85508,190256,174804,80252,94884,83184,284340,132948,84896,86912,62432,237800,109496,387712,149076,115896,407652,189392,207908,117628,85684,297740,328456,236696,162560,272020,884096,1315076,440776,646852,1794012,4344696,1019004,916000,470112,367612,326220,542536,407180,412428,897776,554008,378592,159908,299448,1692004,295812,212936,205624,168072,223048,100972,99316,153508,103040,747460,251032,456016,349860,668348,413892,339024,694620,407976,266032,286076,344200,204120,166528,212776,271936,,,,,,,,,,,,,,,,,,,,
PTCT,,,,,,,,,,,,,,,,,,645300,586600,459100,672100,647200,485100,669500,662500,427700,1082500,987600,878000,532700,695400,1171300,497700,864200,529500,598300,778100,647400,866500,842500,379900,501200,428500,465000,498200,329400,1378400,2050200,1024500,693100,732600,694400,495000,714000,516900,506600,2298600,1999100,1349500,3048300,2125600,636100,690900,1029400,951700,482100,496100,322100,410200,345900,337800,466800,1050400,395100,342100,431100,584500,640200,550500,475700,493300,512600,419700,515000,382500,593300,871300,459400,459200,635300,529300,421900,351400,491400,524400,449600,245500,258200,409500,339500,573900,,,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,,,7755100,9406100,5221100,5370400,6634000,4332700,6905200,2857000,6161700,4226300,4869600,6473100,5491200,6575600,4951300,2853100,3986200,4716100,5459400,3104000,6276300,3322500,4738800,3331900,6387200,4166500,2763900,2807700,9217500,3486700,2985800,3025100,3751900,6507000,5959900,3873700,2160400,5807600,4920200,4371800,4435500,3282200,6874800,6349200,5958400,5361300,5328700,5185800,4717400,3048900,2333800,5010600,9443300,5851300,5809700,8787500,5113500,7411200,6296300,5763800,4235000,3920600,8702000,3781200,6494100,6813400,5310900,5600300,4530500,2902200,4504300,3163300,3344600,4538900,4188300,6271800,4125500,6188500,5484500,3447700,3196700,3709100,3042700,2572000,,,,,,,,,,,,,,,,,,
GMAB,,,,,,,,,,,,,,,,,,,757200,682200,530800,364100,440100,1692900,1180100,775500,556300,602200,675700,654700,611900,583400,448500,534800,532400,546300,347700,672100,549600,383900,474600,1732600,1263900,776500,444900,521000,884600,703500,539600,488700,502700,315200,446300,634000,613900,1119000,706700,739600,505100,266600,382900,409400,589000,1147300,420600,377900,256200,281300,335600,279300,713200,907400,486000,337000,419000,365200,653300,700500,303500,217600,590100,521700,320600,2360400,746800,375700,933000,1635000,797100,864300,423900,623800,521200,421700,377200,236100,349900,306900,273100,364400,482900,,,,,,,,,,,,,,,,,,,,
GMAB,,,,,,,,,,,,,,,,,,,757200,682200,530800,364100,440100,1692900,1180100,775500,556300,602200,675700,654700,611900,583400,448500,534800,532400,546300,347700,672100,549600,383900,474600,1732600,1263900,776500,444900,521000,884600,703500,539600,488700,502700,315200,446300,634000,613900,1119000,706700,739600,505100,266600,382900,409400,589000,1147300,420600,377900,256200,281300,335600,279300,713200,907400,486000,337000,419000,365200,653300,700500,303500,217600,590100,521700,320600,2360400,746800,375700,933000,1635000,797100,864300,423900,623800,521200,421700,377200,236100,349900,306900,273100,364400,482900,,,,,,,,,,,,,,,,,,,,
BPMC,,,,,,,,,,,,,,,,,376700,437600,458100,265400,219300,435900,2474300,1004700,948700,939500,576000,465600,301600,382600,377200,500300,322600,340600,565900,420300,380200,504200,477800,328200,205700,215500,317400,327700,302600,226800,225800,208300,281500,347300,272000,412300,237600,399900,248300,343700,358800,518200,385900,520600,583500,372100,305300,446700,353300,470900,359400,402900,652500,826300,483400,1441400,1018200,656900,543400,411200,542100,412000,438500,354900,346000,393500,538600,277900,254200,449700,387300,202500,367700,470400,457600,514500,414500,442700,309900,396000,376600,480200,570700,625300,664700,,,,,,,,,,,,,,,,,,,,
TBPH,,,,,,,,,,,,,,,,,,,,334700,534200,476300,283700,452200,271700,208200,269700,196600,319100,158000,154400,207700,295400,349700,260000,307700,279600,287200,744400,307900,348500,288700,263900,268800,306700,182700,569100,421700,443000,415200,525900,346700,303800,307200,382800,344200,289400,924700,295400,206900,151100,186600,248000,228100,193000,154000,183200,537100,260200,1071200,596300,400400,345500,296000,553600,894200,419500,222700,235800,181200,704200,522100,409400,150900,300600,558900,248800,265900,172400,157500,350200,258200,249600,451300,791100,390400,327500,1254900,149800,213800,249900,159100,910900,,,,,,,,,,,,,,,,,,
INVA,,,,,,,,,,,,,,,,,,,,664700,1210700,561300,355600,440000,313900,465800,534400,414800,354900,556000,353800,726300,643800,617500,759200,416800,2208100,385100,463400,365900,618800,626400,405600,368100,660600,816100,494200,600500,2051400,883200,1700600,1070400,1513000,645500,1144300,987800,1832000,839800,668600,554200,1335500,881400,402600,1675800,552100,825700,468700,1945000,759400,533200,555800,484100,444800,518700,593500,695900,926000,545000,472600,433700,826900,319700,250700,618100,509100,819900,639500,573900,543800,712600,1066100,1041900,615700,666900,1124800,1367600,2017700,837600,995600,808100,886000,630700,408100,,,,,,,,,,,,,,,,,,
BHC,,,,,,,,,,,,,,,,,,5016100,6032600,3219600,2188700,2599700,2832600,2203600,3002200,18027700,9941800,5247500,7426400,4461400,5227600,4525200,3496500,5049400,6013700,5592500,5394200,4831700,3264300,4204600,3475700,3253800,3890000,5403400,3622500,3899000,4239500,2958700,3688100,3967300,3748700,2663400,3181300,9115100,10330700,4021400,3387500,3722200,4937200,5019400,3501200,3803200,4037100,5066300,4031700,3452500,2789300,4274900,2512300,11488600,3753500,2620700,2643600,2694800,4517300,2924300,2774200,2058000,3830300,2810700,3187200,3129400,3907200,5071400,2596400,3034400,5035400,13032400,5421600,3487400,3231100,12157900,4754800,2921000,2241200,3125100,3787800,3309200,2018300,2224400,2665600,4296100,,,,,,,,,,,,,,,,,,,
ETON,,,,,,,,,,,,,,,,,,81500,883500,99000,93700,355800,632400,235000,193600,146400,196700,4496000,1263400,792400,386300,617000,477900,285600,298500,223100,371200,259800,227200,193100,234200,818800,848100,437300,298800,516900,394800,478400,583700,697900,385800,1426600,1087700,779900,816700,1222100,654000,439400,395700,409400,988300,663300,434800,2022900,952100,575200,326500,320600,598800,230900,231100,189400,318900,2072500,415200,266400,687500,341600,241800,173200,149600,184600,948500,436900,303100,332100,198000,319500,188600,209800,188200,400800,251600,191400,211800,292500,214900,225800,164200,104200,132300,133200,,,,,,,,,,,,,,,,,,,
ETON,,,,,,,,,,,,,,,,,,,,355800,632400,235000,193600,146400,196700,4496000,1263400,792400,386300,617000,477900,285600,298500,223100,371200,259800,227200,193100,234200,818800,848100,437300,298800,516900,394800,478400,583700,697900,385800,1426600,1087700,779900,816700,1222100,654000,439400,395700,409400,988300,663300,434800,2022900,952100,575200,326500,320600,598800,230900,231100,189400,318900,2072500,415200,266400,687500,341600,241800,173200,149600,184600,948500,436900,303100,332100,198000,319500,188600,209800,188200,400800,251600,191400,211800,292500,214900,225800,164200,104200,132300,133200,176600,269400,220000,,,,,,,,,,,,,,,,,,
HRMY,,,,,,,,,,,,,,,,,,,,,,3802800,565900,795000,169400,54800,119000,194700,208200,266300,141800,307900,98500,237800,479100,257600,355500,315000,403600,306800,256900,206800,307900,260000,210200,181600,46100,52400,32100,197500,173300,163300,474200,372400,154200,392300,161900,167400,216500,156400,322600,327200,180500,477100,77400,86200,141800,77700,222300,125700,248300,172100,75100,79000,35400,178800,117100,60700,110700,186100,411400,402900,126200,113200,107700,114900,195000,219800,252200,186700,186100,88700,215800,127600,101200,281100,260300,284500,138800,120100,130300,167800,,,,,,,,,,,,,,,,,,,
KALA,,,,,,,,,,,,,,,,,,,,14940,11814,9014,11910,22848,24048,19270,14244,19292,16824,63478,24554,26100,15220,42950,32466,21456,21808,27230,24930,22162,12752,44228,21556,24180,38844,47116,49438,34160,18348,21870,19086,15554,29318,21330,22776,30588,17288,18364,15710,22634,173892,106266,43670,32126,37868,25310,27012,29998,17480,27260,17282,23546,19694,24532,25570,21582,21628,16014,16036,31472,27650,22994,14904,30646,27112,25122,29324,26764,29630,26996,56338,32040,31526,43448,34606,37678,35342,40816,43702,60454,45698,33516,,,,,,,,,,,,,,,,,,,
EIGR,,,,,,,,,,,,,,,,,12760,10000,10847,15490,8617,74010,18923,13227,31697,16503,11710,11903,9053,11553,8880,10257,8210,11677,79780,30420,16310,14917,7987,10347,21967,15373,10663,12743,9627,9407,10030,10707,12090,15383,27610,31370,10797,8740,10773,32473,20157,31873,15137,17393,32777,74643,32227,22333,9000,15363,15310,8727,11500,17913,17767,14783,10943,53700,20587,18370,20570,20287,16750,36087,11977,24817,15233,7843,15837,9147,15603,43783,26783,19913,21220,26290,17240,10000,8287,12243,13990,11083,,,,,,,,,,,,,,,,,,,,,,,
VTRS,,,,,,,,,,,,,,,,,,,4530500,2902200,4504300,3163300,3344600,4538900,4188300,6271800,4125500,6188500,5484500,3447700,3196700,3709100,3042700,2572000,7066200,3190000,2838500,3117600,3536000,2597900,3514800,3671700,4895600,3548300,9155500,7260700,6771500,10301600,14470200,9524500,11475200,18171900,9762900,12547800,8508700,26574200,60532900,31517400,35794100,38015400,20718000,23106200,15353800,11024700,21166300,15392500,22173200,16848400,15946900,10008700,9303100,12701900,9422500,15842700,16694100,13060700,17203500,14485000,18226300,14799800,11405800,6303400,1946600,4933900,4811800,10332300,14376000,12215600,12217800,8625100,7195100,6893300,6845900,7689400,9185900,44993200,19765000,10847200,9953100,13894600,,,,,,,,,,,,,,,,,,,,,
ALNY,,,,,,,,,,,,,,,,,,,635400,352900,501700,548000,558800,614400,494900,366500,386100,247300,275500,313600,267400,252000,302800,338600,535500,346700,359800,480100,528900,473300,522000,447500,547500,733500,479800,360200,891900,742700,957000,605100,844700,740400,472200,725900,463400,391400,678000,689800,425600,493600,872400,512800,265000,824900,457600,356100,299600,320600,312600,346400,530700,349800,493400,529800,417900,584800,601300,1235300,486500,562200,590000,151000,340000,368100,256900,338700,527600,499700,758500,1072700,829700,1306400,1559800,2440800,1280000,711600,637900,1028000,543700,535000,,,,,,,,,,,,,,,,,,,,,
YMAB,,,,,,,,,,,,,,,,,,,120200,234700,249600,153000,127300,168900,621700,307800,243100,208200,106100,107200,264000,65900,75700,69000,123300,178900,106200,93900,67900,277300,141400,122300,148200,110200,154400,218500,109900,100200,193600,209800,116000,173400,99300,225900,230700,333800,293500,475200,274700,262100,174800,346800,314600,181900,189100,255000,147100,251500,135500,186700,208100,150300,283300,188300,268500,459500,694000,304800,200700,123400,77600,210800,284300,100600,126700,136200,144700,200800,151000,202300,388900,217400,263700,202700,220700,190000,275500,253500,411200,,,,,,,,,,,,,,,,,,,,,,
RYTM,,,,,,,,,,,,,,,,,,345900,142700,177700,360300,160300,217500,216900,221800,651100,200200,157700,127100,131400,178300,112500,122000,197700,174900,243300,149200,235400,138100,203600,319500,331500,248400,235500,227400,174300,154100,220500,223600,185500,217500,591500,344300,288800,265700,132300,142100,241200,258000,379600,1649000,1076700,926400,411300,757800,727200,378200,566500,249100,220100,209700,226600,205000,160300,293200,1318100,467100,1238700,433300,124600,289400,343700,213900,286200,532900,558900,435700,192500,345300,410700,451800,262800,275100,316300,246600,272900,243800,457200,668900,,,,,,,,,,,,,,,,,,,,,,
VNDA,,,,,,,,,,,,,,,,,,,,569700,356600,679200,840700,433500,482900,426000,894400,368600,450400,270500,285200,228900,423400,534500,229800,459900,757900,396200,966900,549100,458600,600900,692400,318200,217600,406400,638700,311200,454100,402200,455800,358400,345200,350000,271000,277400,375600,410100,201300,688100,589400,1093100,732500,293000,620000,400800,341700,273400,359000,556000,470400,421200,506500,1651200,509400,481500,225600,151600,549100,286600,354600,240600,414300,384300,481800,485300,343500,454900,312100,276300,471400,482800,620800,616500,448900,345700,356700,209800,380000,411700,344100,,,,,,,,,,,,,,,,,,,,
BPMC,,,,,,,,,,,,,,,,,,,,354900,346000,393500,538600,277900,254200,449700,387300,202500,367700,470400,457600,514500,414500,442700,309900,396000,376600,480200,570700,625300,664700,723400,539500,427200,344100,351000,329700,296800,268400,202500,321800,411400,448800,410200,606900,545800,794600,702100,163900,673300,680600,377800,429200,929900,436200,479900,434900,547800,519600,785200,413100,447700,483400,2799000,628500,394800,227000,83900,429800,346900,282000,377800,912600,597700,558200,543800,588500,447300,411900,359800,440900,294000,340200,287200,385600,344600,370500,300100,487000,598700,536100,,,,,,,,,,,,,,,,,,,,
BCRX,,,,,,,,,,,,,,,,,,,5753100,4179700,4181400,4207800,3367800,5446000,3865200,3170900,2998600,3182600,7009300,3915000,4416600,5126600,3099400,5064000,5665300,4276900,3336500,4316300,2997800,4677800,5932600,5999300,3785000,6419800,5104100,3682500,4964700,2983800,3931100,3503800,4692900,4939100,3662400,4310800,7619800,4494000,3803600,8409300,4934800,6541000,10388700,40095500,29778000,12404800,11574400,8287200,8327500,10884900,6041800,5349800,7250800,16838100,7883900,18228500,5759200,2846300,4584900,5865900,5870600,3426700,3784100,3279200,5292400,3846400,3972900,3924000,4983900,4629500,5107600,5880400,6035800,4894100,4028000,9074200,5181500,4773500,5539300,4782800,4906500,,,,,,,,,,,,,,,,,,,,,,
LPCN,,,,,,,,,,,,,,,,,,,,80371,40635,42424,65747,41947,36241,44053,40382,35176,54076,37900,43271,21835,54629,29618,60882,36412,61182,30424,35518,207071,84794,71553,52753,45694,59741,70388,43700,47371,40700,111694,109988,98153,150700,90571,95453,108759,40476,68429,77018,120588,344241,1014935,1295024,297853,246065,264776,111924,113924,115159,84100,85953,85376,84600,102124,139206,81606,120965,261376,149859,120082,92618,131641,234594,526394,186818,201847,107182,587171,659053,720094,312276,339918,1621759,1066676,507406,356494,391835,329418,290812,268012,172676,,,,,,,,,,,,,,,,,,,,
KPTI,,,,,,,,,,,,,,,,,,857200,1566100,1610400,794000,610500,742700,1291300,1286500,939600,1092700,2636900,3627800,1991600,1023900,1478500,1291100,1001300,776200,694000,1291200,1870900,1107600,777000,828100,1518400,1254700,1061000,1335900,1169400,4436900,3840200,1590900,2424100,1614000,1986600,1668400,1698600,1445300,1860600,2189400,3039400,2420100,1395000,11672500,4770900,4103100,2882100,1256400,2298200,3118600,1603700,2835700,2919300,3202000,1989300,2655500,1340100,3252500,3129700,2961300,2293200,2338500,2121200,2257300,2278700,1725700,3080900,2561900,7251500,3871700,2561200,2344600,5659900,2650300,4302500,7367800,2372000,4349200,3076200,3701800,2166800,,,,,,,,,,,,,,,,,,,,,,,
HALO,,,,,,,,,,,,,,,,,,,,1666300,1817300,1764600,1137500,1333500,966200,1310300,1732800,786600,1866700,1208400,992900,1125300,998400,1012300,1826600,2299100,1370600,1208500,1086200,809600,1287700,1042600,3294000,1089900,932700,711000,232400,744900,691000,702800,1269100,968600,779800,1241000,1052400,1084500,1233500,1275000,2632700,1549600,1766000,1273500,1142900,1096800,947200,1168300,965500,1673000,1132800,1183900,860000,751500,1105700,834600,589500,829200,1303200,827200,653000,956900,946100,1284100,701200,1020700,1001100,1469800,11744100,4180400,2200300,2165900,1027800,1874500,1906800,2102100,1566500,1250000,1194400,979900,813300,971400,,,,,,,,,,,,,,,,,,,,,
GMAB,,,,,,,,,,,,,,,,,,,,345700,657700,546800,407700,356000,269000,754900,251100,171300,624400,595400,535700,262600,244600,300200,538200,644900,298600,324600,536400,454900,314100,532700,828300,351600,301600,416600,96500,271800,256800,275700,257500,452000,623500,520000,255700,467500,270100,321100,690200,882300,1276000,789100,853600,441600,547500,781500,548200,1045700,607100,672500,791500,260800,471800,246300,241800,248300,438600,194500,309800,271300,751200,395700,262700,266900,711600,1691300,1764400,1190000,802900,514800,665200,804200,1539300,1018100,1492700,533000,431100,587400,317000,529800,,,,,,,,,,,,,,,,,,,,,
AUPH,,,,,,,,,,,,,,,,,,,,,1266900,926300,1012200,762700,1407000,979800,682300,585100,892200,1190000,948600,1088900,866400,1203900,2156400,1152000,1588700,9976900,5269900,6265100,2458700,1989500,3581400,2798800,1960400,1183600,2396200,2724000,1696100,2570600,3297300,2864800,5806600,3112700,2378600,4455200,5386100,5038900,6122500,6814800,8052000,35795200,12340700,10561400,7438600,4261700,4852800,4589300,4452900,6049700,6253800,7199500,2727500,2724200,3208200,2595100,2244900,3694100,2284000,2794800,2892200,5219900,3449600,6506500,4794800,3397700,1874200,2853200,6573500,8633300,3409300,2558300,2753800,2270800,2698600,2684800,4566300,3625500,6460100,3009900,3666600,,,,,,,,,,,,,,,,,,,,
DRRX,,,,,,,,,,,,,,,,,,,,,,88730,215420,102850,79710,61150,41440,73660,76770,164480,240920,251310,99550,50560,63660,28920,49130,83390,34810,37970,58510,80650,103390,80450,56310,47460,43680,52250,88610,72110,119240,194030,54170,88370,164220,64550,118560,75010,129360,77160,1077530,584980,1094590,585040,444370,269680,235090,731340,290570,937740,438890,527850,279800,345930,366880,196720,249190,237770,160900,178100,180100,328710,231650,150940,127140,98390,94860,104490,150450,123160,93000,92580,379650,125360,127190,123450,109820,112950,126070,77430,107570,66810,,,,,,,,,,,,,,,,,,,
TGTX,,,,,,,,,,,,,,,,,,,,1287400,1993400,1667900,18070000,4596100,3300500,11262700,4419700,2841500,3751900,2116100,1532700,837700,543100,1038200,1352000,877500,885400,2030200,1781200,2363700,1246000,1656600,1227700,1055300,3290900,1607600,1810800,1614100,912900,1648400,1384800,925900,1813700,1647600,1375900,1190900,1152400,1049000,943900,1126500,3924600,2839000,1876000,1468000,879500,1388400,1589400,1591600,1126800,1000100,1294600,1610300,864400,1075300,1201600,930000,1285200,1532900,1843400,2138700,1334700,1626400,1088300,1585900,1163700,1175400,1063200,846600,836400,3638000,2036100,1316800,1663900,1392400,1085000,1048600,1062300,3299000,1422100,1406500,,,,,,,,,,,,,,,,,,,,,
