Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
BHC,,,,,,,,,,,,,,,,,,,,5448800,7001100,4659700,2449100,4587500,3651600,3185200,2813600,2863900,4665500,3529300,3276900,3160400,2085600,3276200,4331300,3339400,9904900,4015300,4049300,3250300,3372500,2379400,15974300,5789000,4842700,4607100,8668500,4661100,7099200,3981100,3991100,4415100,4041400,3291600,6215300,10663000,6309300,9708500,8144600,4519500,5267300,3970500,7157200,5953500,4206600,2558100,4351100,4942000,2770600,3462100,3438100,4155300,4522500,4762400,3602000,5141000,3773500,3701600,6769100,4001600,7846400,12014000,6127800,6082100,3900100,3616500,3235700,4442800,3892700,3096700,6050900,5375800,3147400,1447000,2925500,3796200,3209700,2825800,3519100,4555100,4883100,4116000,,,,,,,,,,,,,,,,,,,
EYPT,,,,,,,,,,,,,,,,,,,,23670,27670,29670,32040,9500,9620,9700,18200,9330,12100,19310,13610,27460,17400,112270,25080,17460,41680,37520,34630,28580,71260,40780,60300,78760,68380,71500,186900,170840,187180,236620,71210,51260,65830,75200,74700,44370,40490,26860,70680,50390,227940,231740,138910,73930,155530,65110,82010,41270,51490,30810,58040,41980,28180,24930,47770,47540,54740,25350,28960,30420,34150,33830,46850,25760,43590,49680,41720,28880,10330,26980,13720,23110,28790,49830,45570,24610,11360,21880,28290,22190,38310,21820,,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,777100,456400,264500,446900,486500,355200,346000,391200,405100,356500,389800,385100,505900,628700,501700,575000,393100,309200,548600,364000,412300,369200,265800,390500,432800,343800,481600,311600,346300,232700,447900,392200,645300,769300,596000,558500,474900,317100,417500,298300,347000,445100,231800,534400,394600,444800,776600,591600,329100,582000,816500,3050700,1743700,1051500,972500,944100,618900,727300,627800,732500,869900,686600,398900,713500,591400,1009300,830600,1131500,699100,858600,1118600,977200,1350700,825100,709400,506100,784300,510500,576400,797100,562500,1792600,435600,,,,,,,,,,,,,,,,,,,,,
TXMD,,,,,,,,,,,,,,,,,,,,49606,44328,68952,36206,52740,39344,56754,36656,45342,31290,24314,31132,43816,28312,70934,105710,43228,37064,34600,27458,53346,111498,53008,52462,86800,69132,31942,59790,85292,45552,63600,45204,45354,27398,57488,58576,32494,37726,47048,62202,77004,242686,130788,67906,69668,47224,66544,53080,71230,75792,37374,42398,62556,93210,91434,64422,59490,53132,33772,18564,50222,51466,61224,39962,45862,54728,48454,81822,46586,48844,60774,88866,47968,83964,90480,97988,91730,75530,123754,45820,64190,104738,,,,,,,,,,,,,,,,,,,,
TLPH,,,,,,,,,,,,,,,,,,27965,28180,23255,9585,17505,24370,18505,31995,33115,36525,48695,32130,19330,76325,186385,121040,81885,98115,46655,94550,300775,71340,118465,105745,163565,227725,1522245,659660,115515,1126375,340485,187800,105515,277475,93115,177890,160130,159340,78230,107550,76140,115865,128855,1010140,566075,253945,270335,180400,643225,132330,197330,165630,171050,115120,144705,261245,109940,115575,106750,109205,112860,77895,84260,101830,59460,118070,80450,74755,120470,184215,87645,82420,76295,109595,97065,110105,143690,60215,117910,133725,115670,52395,,,,,,,,,,,,,,,,,,,,,,
XOMA,,,,,,,,,,,,,,,,,,118200,51000,54900,49500,62100,52200,79100,90800,41400,80700,47200,47400,40300,84800,91600,54200,303500,73200,43200,53900,46000,37200,46100,33700,30100,24400,188100,70400,126900,38000,31500,28400,225100,312200,74500,111100,97000,178500,55000,193700,100000,86900,70400,68000,46400,70000,117800,471100,88900,111900,185100,258400,96100,72100,53300,100100,84100,77400,86200,115200,65400,74700,70400,45300,82200,75900,91000,91200,78900,56400,71200,114000,74200,81400,138000,82800,174600,42700,74600,155600,52100,77100,,,,,,,,,,,,,,,,,,,,,,
TBPH,,,,,,,,,,,,,,,,,99500,116900,217000,106300,127900,184200,235200,183000,286200,438100,191500,207900,143200,341500,864700,405600,308300,198100,580700,339900,292700,227500,252500,185100,146300,163000,252400,121100,99200,109800,255800,145800,337800,253500,177800,144700,261500,321300,732800,133400,271400,340400,607800,476900,463600,278700,186300,274500,176700,315800,125800,144500,205100,109100,195600,71400,163200,111100,157600,238100,157000,164200,148600,129000,152500,502300,437600,285800,274900,323500,235800,268600,422600,117300,211100,182600,142100,332300,194500,237600,210000,176000,,,,,,,,,,,,,,,,,,,,,,,
TEVA,,,,,,,,,,,,,,,,,,,,15530300,16055200,11000500,13771200,7280900,8214100,11467000,8793300,12138500,11357000,7880800,5488100,13095200,10094700,4090700,8304900,9028400,9783000,6476900,11643200,8241100,8088400,16059100,27304000,11392000,18399900,9749900,9748300,11336900,6637100,7393200,13578500,11835000,12978300,9454700,8370500,8310700,5633900,1536100,7666900,11243600,8635600,11050100,7217500,8373500,12206700,17275100,9160600,23821500,15146100,12228700,8942900,9608800,16778800,13648500,28008200,20734100,24807500,11590200,18208600,11856700,11026100,8695900,7918900,14795900,11256400,13456300,11237700,9303700,7840300,8580200,7613500,11799100,7058800,4945700,4853200,11035500,11722900,6306900,7388500,,,,,,,,,,,,,,,,,,,,,,
CPRX,,,,,,,,,,,,,,,,,,,,892800,560100,574200,537400,569400,733100,464300,847500,1803200,1273500,847800,847000,794800,852000,965500,617200,1302300,1377400,736900,1256000,925000,939500,1020600,1411300,1152300,1246900,1142300,1508500,4100200,2952900,2990000,1864800,1744300,937000,2317200,1932400,2460800,1636600,1613100,3154800,5195400,6829400,11122800,6450000,3174100,3457500,1981900,3368000,1101200,1675100,1936600,3984800,2701000,1810300,2349200,2336600,2297400,3317400,792700,1310100,1926900,1132000,864800,1531900,1364800,1510600,2567100,2174800,1123600,1021600,923400,887700,662600,627900,502600,801700,603400,360800,381200,434600,,,,,,,,,,,,,,,,,,,,,,
OCUL,,,,,,,,,,,,,,,,,,,,385900,476500,290600,249700,401700,395000,304200,225100,361200,239000,181800,320700,409200,414000,613900,541500,327900,353600,475200,453800,398700,206700,736800,376700,358200,1020300,337600,195700,193300,284100,408000,280100,276800,277300,256500,194400,344100,205200,477000,900200,1073200,3502700,1026500,1039800,693700,738700,506100,357700,443900,518700,585000,526000,501700,913800,1331100,244200,1107700,513600,786900,1089400,534500,484200,515900,733500,466300,203000,816800,632200,294200,230400,234900,231500,289700,394300,344200,327700,320700,365100,408100,426600,355300,,,,,,,,,,,,,,,,,,,,,
SUPN,,,,,,,,,,,,,,,,,,,434900,576700,509700,361100,405900,341200,516600,503200,367500,263300,377700,409900,501500,530200,786300,1671600,1175000,1109000,541700,418500,345500,399600,429600,511300,558700,230400,228000,299400,226500,319300,355900,533600,341100,954700,647900,862200,2278400,1788600,941600,813100,445300,584600,1020500,763400,871200,589500,793100,1064400,368800,523500,416300,437100,391600,433900,545300,507600,612100,624900,689800,365800,624500,515300,489400,589000,507600,481800,513600,483900,433400,566800,670500,426300,471600,490800,867400,683300,772500,295100,273100,257900,398500,,,,,,,,,,,,,,,,,,,,,,
TEVA,,,,,,,,,,,,,,,,,,,7880800,5488100,13095200,10094700,4090700,8304900,9028400,9783000,6476900,11643200,8241100,8088400,16059100,27304000,11392000,18399900,9749900,9748300,11336900,6637100,7393200,13578500,11835000,12978300,9454700,8370500,8310700,5633900,1536100,7666900,11243600,8635600,11050100,7217500,8373500,12206700,17275100,9160600,23821500,15146100,12228700,8942900,9608800,16778800,13648500,28008200,20734100,24807500,11590200,18208600,11856700,11026100,8695900,7918900,14795900,11256400,13456300,11237700,9303700,7840300,8580200,7613500,11799100,7058800,4945700,4853200,11035500,11722900,6306900,7388500,8014100,4281400,5648400,5677500,6058900,4665700,5195700,9914600,11101700,7717900,8726800,,,,,,,,,,,,,,,,,,,,,,
ACOR,,,,,,,,,,,,,,,,,,,,,5353,9227,6817,9372,10656,9723,5893,5751,8091,5245,5446,3204,7773,4839,4393,5253,3582,3149,2346,2724,1583,6543,3511,4836,3492,3814,4928,10129,4462,5723,4638,28449,9664,5769,3888,4702,4149,4764,7567,16039,17174,11139,7330,5181,5692,9446,7709,8694,7906,10606,12970,9365,10776,8270,5508,6129,6243,6609,7335,5149,4097,5333,5083,4309,7086,13481,5740,4327,4958,3466,4788,3834,5962,4789,4623,11523,21493,9569,16063,7959,,,,,,,,,,,,,,,,,,,,,
EXEL,,,,,,,,,,,,,,,,,,,,,,,4811000,4527900,5357600,4070000,2555600,1365700,4104000,2651600,5043500,4304800,3574000,5604100,5402900,4602300,3637500,3868500,3126100,4612200,3286500,3436400,3783500,4460700,6212500,7026800,9182200,2073900,2643100,3418800,3242100,2690800,2897300,4692600,6101800,4551600,6114900,4372400,3628600,4010100,4046800,6390700,4155000,4333400,5942800,3650400,5206300,3439300,3712200,3807400,2686700,3089800,4536900,3945900,2838000,3844900,3433300,6138400,4571100,3282400,6210900,10182600,5323700,4092100,4847300,3957400,2082300,1846800,3887800,2704500,2816000,3045600,3031400,3172300,3655500,2973800,2727200,2125000,2762700,2957200,5214700,3983200,,,,,,,,,,,,,,,,,,,
EOLS,,,,,,,,,,,,,,,,,,,,,216200,358700,305300,267500,339300,1252800,422900,287100,218600,351000,295100,232100,360600,813800,243800,244700,195300,271000,344800,352800,214200,425900,753700,743200,390900,300000,267500,235000,476900,378700,229100,227200,764900,591400,691700,350300,403300,553200,611500,574900,1732400,8202900,6906100,2882500,4955800,2476900,3407200,2266300,1493300,1427900,822200,1001400,1416900,1234700,1128400,1400300,619500,1454000,1315800,677900,1481800,648200,1134100,590200,290700,974800,944200,620200,543100,523700,1136200,3212200,1333800,733300,787900,1674000,802800,911300,676800,655300,484200,,,,,,,,,,,,,,,,,,,,
BHC,,,,,,,,,,,,,,,,,,,,,,4767500,4542300,4476700,7643500,5689900,6179000,7167700,6050300,5199000,5534100,3633700,3684000,3228400,3189400,3289900,3910600,4242900,3572200,3127800,3062800,3521400,2327600,4001100,2973600,3149500,4871600,4662300,3127200,5466600,2951700,3048000,2611700,3329500,3345000,3743800,8856200,21873000,6334900,4888500,5380100,5669100,5243600,4779000,3991100,4783600,4390500,3103700,3281900,2464800,1778100,2070000,1607100,2364200,1999100,4451300,8738900,7044400,3223500,3576300,2462400,2490800,1699700,1872800,2193200,3142600,3169400,2147800,1972200,2040300,3111600,6045300,2029500,2996100,5851000,3421700,2306200,7382100,4216700,3500400,3772600,3700500,4484400,,,,,,,,,,,,,,,,,,
HRTX,,,,,,,,,,,,,,,,,,,,,,550500,1587800,855700,1820200,1390900,1276300,1121400,900800,1099900,588000,683800,470600,767000,1732500,583600,950100,530600,378000,662100,629000,468000,531900,581300,520900,384300,653000,781200,689900,474100,502600,1127000,762200,793800,1089100,940100,788000,845500,1133300,1223500,753800,671000,791800,908300,893900,1252400,1122500,610900,520100,1294400,1437200,799100,663700,2304800,1015300,1172500,1135400,492300,1162000,815900,674200,642500,518000,1066400,1209200,843600,1007800,705300,659900,428100,576900,642500,686200,801700,1610300,931400,1167200,1056500,858800,1083800,808700,740400,712500,,,,,,,,,,,,,,,,,,
MOR,,,,,,,,,,,,,,,,,,,,,,22900,43300,14700,19000,14800,14100,22300,56600,65900,10300,5000,8100,1800,2800,23100,6600,17000,36000,22300,51300,9200,147700,49800,19200,6200,3800,17900,20900,7900,6300,13400,12000,9700,8800,4500,6600,12400,62800,40800,47000,117000,71100,200400,53200,35400,13300,12500,24000,9200,42100,33700,53500,21600,9200,18700,32600,13700,47400,31900,21400,21200,6700,24800,29900,19000,9700,51500,7300,5700,4900,4300,4100,29900,24500,127000,6200,3700,71200,11400,3700,12500,,,,,,,,,,,,,,,,,,,
HALO,,,,,,,,,,,,,,,,,,,,,561500,599400,943500,914600,673700,851000,1147400,1179000,735800,620500,556600,640800,598500,640600,630600,539600,562700,760900,676600,560600,996000,986200,594800,1079500,741200,496700,683300,622500,453700,506100,370600,317200,649400,571900,471600,566000,1007400,1510300,858600,724000,1205000,878600,921800,673400,1142100,803700,868400,777900,511700,593300,543400,1828700,739400,843400,848400,1117100,900500,679400,695700,684800,511300,531300,745200,799600,1098100,884200,756400,651400,574100,634700,1061100,1056900,718000,528000,1751200,1062700,505400,976100,444500,632400,688100,,,,,,,,,,,,,,,,,,,,
SAGE,,,,,,,,,,,,,,,,,,,,,555200,921100,633100,430400,492300,308400,210000,514700,662300,414300,505600,419800,215200,413700,496500,642600,571600,693600,483400,590200,953900,605900,418100,404400,485400,2393100,609600,708900,429700,455500,406800,552900,380500,322700,363100,318700,340800,353100,628600,370800,263100,1143600,750300,643500,458100,480600,408700,249900,522400,274900,401300,551200,933300,521800,406000,453700,539800,465300,382900,353100,393900,714200,1086400,294300,528000,295600,479000,421000,321400,606000,372600,658000,492100,410000,368500,281900,305800,443500,473200,370400,332400,423900,478900,,,,,,,,,,,,,,,,,,
LGND,,,,,,,,,,,,,,,,,,,,,2072038,1196159,931984,659474,860651,745876,585095,568744,625651,982318,524502,701793,525624,1195197,2210056,1111200,769761,492602,550951,742830,720549,639276,524662,536043,798615,982158,718946,859849,540371,576759,428482,5771281,1454081,1661029,911947,723915,931984,881650,2362982,1346680,1024798,787394,1013577,933427,635429,591988,483785,332302,541333,491640,493564,538448,608659,448840,430085,407964,364843,427360,570668,468076,434092,809675,418383,623727,734014,671336,352500,369652,375423,482984,440344,444672,1662792,826347,581729,546623,541173,544860,633826,438581,400750,338874,409567,,,,,,,,,,,,,,,,,,
JAZZ,,,,,,,,,,,,,,,,,,,,,478500,433600,490400,729500,678600,461300,486900,950000,601900,384500,586200,375300,355600,548300,771900,1328000,584900,329900,515600,342100,432700,429600,546700,1052600,1395200,1542900,1256400,824500,731400,750200,695800,940000,752100,639700,678600,510000,512900,696400,718000,1073700,1006500,814300,845000,474400,628800,723100,526200,679300,722500,582100,648700,491900,301400,390300,508000,387900,311400,425600,520400,456800,871100,567800,544300,951100,521900,451000,379800,343200,307200,350800,390300,372000,392700,571400,1344100,521400,516400,367900,350900,390700,292900,271100,,,,,,,,,,,,,,,,,,,
BHC,,,,,,,,,,,,,,,,,,,5380100,5669100,5243600,4779000,3991100,4783600,4390500,3103700,3281900,2464800,1778100,2070000,1607100,2364200,1999100,4451300,8738900,7044400,3223500,3576300,2462400,2490800,1699700,1872800,2193200,3142600,3169400,2147800,1972200,2040300,3111600,6045300,2029500,2996100,5851000,3421700,2306200,7382100,4216700,3500400,3772600,3700500,4484400,2216100,2265500,2692500,3965600,3943800,4009800,11994400,9884400,7384800,3526300,5104200,4919500,3710600,3816000,2541500,3193700,3377100,4095100,2648800,3180400,1695700,4850200,5172800,5373200,5578800,4108600,4319200,3054000,2500400,3530200,2699500,3816400,3206500,2018500,1626200,2330900,2145200,2674600,8616700,2860500,,,,,,,,,,,,,,,,,,,,
AGIO,,,,,,,,,,,,,,,,,,,637400,400900,595400,291200,318200,423600,313700,338700,405700,912300,419400,371800,406100,300400,352300,268900,380500,353500,250800,613000,343000,383000,669000,304800,380400,342200,307800,391600,323500,304400,255800,245000,494800,817100,282400,339900,363700,251900,816400,942300,653200,752200,1360300,828800,623100,765300,494300,446700,514600,660100,553800,455000,1756700,696400,537100,472800,423000,389900,518200,477300,257300,418300,477500,613900,578300,441500,470500,440700,276900,301700,334000,431800,454700,1510500,506000,416800,332400,874000,397700,702600,401300,600500,1108700,,,,,,,,,,,,,,,,,,,,
INCY,,,,,,,,,,,,,,,,,,846100,892500,972600,855000,1199800,969500,1169100,2420600,1243800,1825700,1544200,877400,990600,1070500,1723100,1654400,1331400,1753400,1689700,1243000,1492400,918000,1095900,1425700,1518200,2041900,1969100,1947400,1744800,1220100,1842500,1202900,1188600,1433500,1474100,948100,1887800,1054300,927000,868400,1093800,827000,1294400,1465900,1319000,1331500,783500,927400,1192000,1634500,1000100,810500,708000,1460900,1467500,1359500,1367500,1250400,2414500,1954700,1236300,1426800,2262000,1272500,1231100,1226200,992400,1616400,1040400,947500,767700,681900,1064200,985300,757100,1074500,954300,1115600,814400,904000,756200,935600,750600,,,,,,,,,,,,,,,,,,,,,
PTCT,,,,,,,,,,,,,,,,,,,492900,830100,343000,800500,446700,571800,443800,951200,558300,752100,944800,770600,397600,517800,504200,459500,481400,638300,1604700,1784200,3089000,1778300,945300,906100,1368400,761900,607600,656400,670900,1024400,1187500,870300,598200,419700,505500,1161100,536900,1584100,1207800,1548200,686100,590300,1085600,444400,521900,334000,360700,696800,685400,607500,552500,789400,1174400,906900,571700,589500,616500,2015100,834100,362000,367300,479900,608000,397000,308300,264800,245100,301300,253600,233500,278300,321900,530500,311900,365400,351900,416800,423900,658900,920800,627600,382100,640600,,,,,,,,,,,,,,,,,,,,
OCUL,,,,,,,,,,,,,,,,,,430000,621700,852500,741900,468900,541400,604600,433600,459200,280300,315500,349900,239600,256400,294000,632200,461300,255300,410300,354500,719300,3985700,1785200,927200,896800,517800,1401700,760600,1174800,1225100,632200,566800,587600,734800,773400,1883700,958000,1511300,836100,822000,1002400,503900,727100,3765800,2106200,807000,508500,549600,880400,1391600,906200,476700,3574600,1339400,1072800,1708000,531900,440000,1122000,722000,1636600,624400,952200,823800,421100,456500,333500,1626800,711200,438000,293400,1209700,340300,603600,564700,296600,960200,383200,396500,293600,465000,260700,374800,481600,,,,,,,,,,,,,,,,,,,,
TVTX,,,,,,,,,,,,,,,,,,358200,455700,436900,480600,378200,608300,445900,1038000,672300,452600,567900,548500,402800,591500,483500,397500,295700,745900,338700,329100,238700,299300,478800,329100,321500,398000,455800,492000,212100,293700,327900,180800,198900,249100,468600,568800,378000,402300,447700,729900,338500,584400,320300,493800,1204700,475900,173800,489300,348500,438500,430500,558300,401800,151000,280600,196100,356700,590500,326400,565200,317600,285000,319800,398800,328900,441800,347000,284000,507200,511200,1250800,544900,325700,587200,359600,611400,340700,731800,438900,546800,234400,10597400,1331200,573500,,,,,,,,,,,,,,,,,,,,
GMAB,,,,,,,,,,,,,,,,,,27300,29200,26500,20600,38400,18500,21900,27400,29900,59000,55900,30800,21300,25300,24300,22500,24600,18300,24200,12300,21200,39300,30400,104900,54000,43300,35400,29900,23500,31700,26900,38100,30000,16700,22000,26400,16200,23700,21500,14000,33800,31300,36700,37800,26000,18100,15000,13000,14100,24400,16600,17300,38300,36600,26100,13100,5894500,1011900,1561400,1050100,2832400,318400,392300,395300,416400,799200,200900,164500,473200,655700,265100,551800,377100,917900,1281600,879400,709000,239400,110300,80200,146700,103900,167000,150700,,,,,,,,,,,,,,,,,,,,
KPTI,,,,,,,,,,,,,,,,,,,,563400,448700,936400,639800,691500,641800,670500,619000,742300,651900,2101600,2040900,2191400,3839900,2194200,1673500,1688700,1211500,945800,802100,804100,571800,389200,2041200,1343500,1199300,563800,862700,991000,1193100,1323100,648000,1016100,801000,1084300,1104100,719100,936900,2553700,1323400,3997300,14985400,40409700,6294800,6266300,2194500,1726800,2589600,2333800,2069100,1166100,2302100,1243500,1157100,5405500,2139100,1315400,1015900,1316900,1692800,1694200,1432100,1912100,1687200,2331000,1732500,1651900,1364400,1380300,716400,1056800,794500,1803100,1372600,1095700,794700,1549600,1069800,1040300,834300,803500,1250300,1418700,,,,,,,,,,,,,,,,,,,
XERS,,,,,,,,,,,,,,,,,,,,237300,79400,104300,52300,64300,94300,239200,130100,142400,170100,66900,150600,207300,149200,116500,124200,253300,92600,211600,181000,136800,129100,85500,193300,166400,117900,80500,114700,339800,145800,129600,71500,69700,84700,76200,71300,95200,151800,238600,244100,435600,1652500,708200,312000,107100,375700,163800,134300,75200,262500,106700,93200,102400,107400,166900,206300,136800,148900,80700,104100,115500,93500,161900,94100,82900,107600,57000,72000,120800,166500,73500,119500,111500,107000,51500,168100,194000,57800,59700,66300,64800,121700,74500,116700,109200,,,,,,,,,,,,,,,,,
ARDX,,,,,,,,,,,,,,,,,,,36600,105900,37900,86800,60700,135100,116300,84300,115700,95000,72200,116400,122000,78100,81100,129800,55700,61700,94400,78000,73800,59800,99400,155800,196100,895800,1019600,871000,672600,642800,980800,674500,327200,617000,470100,19255400,4899300,1773300,1841000,3353400,2638100,2145000,5693700,3097300,1605200,1295400,1353600,662900,1006100,795900,1031300,956100,529000,424200,448400,924800,411900,354100,305500,306900,314300,552800,342100,544000,400000,287900,271400,756200,613700,518600,384900,289900,277100,194500,246000,288000,307000,454100,737100,470400,506100,384000,494700,480300,,,,,,,,,,,,,,,,,,,
GMAB,,,,,,,,,,,,,,,,,,,395300,416400,799200,200900,164500,473200,655700,265100,551800,377100,917900,1281600,879400,709000,239400,110300,80200,146700,103900,167000,150700,125200,109800,102300,86100,180300,164600,117600,86100,91500,251000,821400,156200,484600,220200,172000,260500,147100,138600,169200,129100,88200,180600,457900,783600,185700,404500,632200,105400,212700,251800,449600,172300,197100,235100,249400,105100,167000,146500,126600,195600,645600,74100,126100,80800,142100,130800,104500,98600,112600,681000,184200,270800,121800,102400,147600,110800,102000,137400,215600,175700,206100,138800,120200,,,,,,,,,,,,,,,,,,,
LGND,,,,,,,,,,,,,,,,,,,,743792,717503,682557,631101,860330,407964,481702,918519,349294,727121,360515,465030,341920,512319,442268,325409,363721,680634,848949,588301,489556,409246,990013,836285,2116441,1332093,1150794,826347,478015,1318468,1539040,644246,1132680,571950,504144,453008,406040,542616,572111,681435,345126,489877,451886,261930,253114,515845,258243,363721,417742,320440,364522,451565,388407,383277,450122,292868,386644,342561,500296,416780,447077,321241,538127,1782215,1040828,804866,570828,531234,565859,730487,587339,804065,415979,529471,638635,808714,485549,272029,295433,187872,404437,706602,572271,628216,,,,,,,,,,,,,,,,,,
VYNE,,,,,,,,,,,,,,,,,,519,999,1164,1418,2242,707,1583,731,319,393,329,307,218,335,376,393,678,451,364,721,763,450,418,2043,525,728,631,422,297,258,546,350,153,185,617,889,310,299,615,297,174,150,357,885,653,157,124,354,167,9133,972,806,207,1478,240,196,429,2363,222,2633,2308,774,901,475,1332,629,490,360,363,363,707,256,1490,1138,1397,2294,1222,457,847,556,1269,2501,1413,1215,,,,,,,,,,,,,,,,,,,,
ETON,,,,,,,,,,,,,,,,,,,,227100,73700,121300,96700,25600,62300,77100,69900,10600,35500,48100,83300,74300,69100,82100,86100,75500,139500,36500,478300,210600,65200,47100,58700,82500,108600,77600,59900,47100,99300,27400,105000,76300,53700,45500,32800,90600,83300,124900,135500,182200,2215300,484400,219700,169400,105500,55300,45200,72100,61700,40000,36100,57700,57700,33900,43600,21700,32300,65200,135300,46700,79400,120300,33800,87300,95400,89900,48300,22900,34300,49900,44200,66300,15500,22500,125800,175000,33600,44700,14300,58700,59500,84900,83600,,,,,,,,,,,,,,,,,,
ALKS,,,,,,,,,,,,,,,,,,,,779100,808300,983200,1033400,750800,1169700,944900,918400,1755500,907900,953600,1017100,1245800,3617300,882200,846100,931400,1195400,1158800,1733100,1368400,933100,662700,900200,1239900,784200,848400,930000,1271500,1363600,927400,829100,972100,1900800,1363300,1456400,4045000,1747800,1320400,1624700,1454500,1653200,964300,1365900,995100,904800,1642800,1220900,1980200,1795400,2251400,2353900,1558600,2581300,2366000,1927000,2608200,1656400,2250400,2012900,8376900,1558700,548200,1544200,1641400,1211700,1562100,1053900,1648800,1587900,1427600,1144000,840300,938200,1771400,1413700,1358200,2201900,870300,423100,609400,993200,,,,,,,,,,,,,,,,,,,,
BGNE,,,,,,,,,,,,,,,,,,308900,247600,335900,289200,423600,339600,270200,214700,302900,731700,322800,334400,321500,206800,236700,189500,422000,174000,389100,191300,197400,152200,150900,200700,263800,306200,230500,260500,195500,178600,263100,303400,243100,412700,2999000,733400,477400,427900,246100,418000,376100,425200,202100,369500,518800,308500,454200,377400,189200,372400,408900,433900,198600,153400,321100,304000,461800,435400,508000,255900,274600,289900,175400,276100,2208300,941700,785600,343000,665600,164100,50900,185600,207300,292000,222800,402600,249700,247900,252400,218900,520700,591600,,,,,,,,,,,,,,,,,,,,,,
ALNY,,,,,,,,,,,,,,,,,,,550900,627500,338700,732700,603400,824600,907600,1020300,514800,517500,460000,622300,444100,304400,407800,332300,537500,793200,495100,853900,639100,871000,677600,457900,310600,497800,758100,709600,1074600,750500,533800,406900,440400,526400,536600,278000,426500,640700,646500,358400,729200,1244900,2249800,1728700,1471800,1715300,1224600,591800,332400,734700,806900,763200,980000,888900,525200,696900,522800,471800,469600,786100,1368600,987100,1085200,946100,507800,190800,185000,326600,339800,368700,593500,426000,668600,392300,554400,604100,647100,878600,836900,694200,522800,860400,,,,,,,,,,,,,,,,,,,,,
