Company,60B,59B,58B,57B,56B,55B,54B,53B,52B,51B,50B,49B,48B,47B,46B,45B,44B,43B,42B,41B,40B,39B,38B,37B,36B,35B,34B,33B,32B,31B,30B,29B,28B,27B,26B,25B,24B,23B,22B,21B,20B,19B,18B,17B,16B,15B,14B,13B,12B,11B,10B,9B,8B,7B,6B,5B,4B,3B,2B,1B,PDUFA,1A,2A,3A,4A,5A,6A,7A,8A,9A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,45A,46A,47A,48A,49A,50A,51A,52A,53A,54A,55A,56A,57A,58A,59A,60A
TEVA,,,,,,,,,,,,,,,,,,,,,,,54.696528983843486,63.68501507869928,60.615153563028855,58.82789743671012,56.2773733247266,46.14334747375247,45.745408161907285,42.07034028517837,44.46693851747785,40.30143857331324,42.25913339584283,42.16466966046092,49.51117530505591,42.73333231608073,33.312581316177486,30.231138393569314,29.600479746659776,36.3694274364086,23.75723000927655,15.045669775545761,15.604747938528998,19.60894024404473,22.693403503356606,15.72972890493032,14.186665852864582,13.160675269964935,12.094237800034174,12.68420972322163,12.981524989084331,12.03557908739509,11.918456804334438,9.346271352587813,11.394384039004388,11.976981734643724,10.531744552363413,6.836321703075704,-1.5179389474716707,-2.9904841709938506,0.0,0.32694860029473477,-3.2695038203097617,-3.3162031271965464,-1.821575863745641,-2.1485244640403756,-3.923401020899232,-1.167678663156171,-0.3736568158627265,0.9341464939974197,-3.549744205036505,-4.670714652624684,-1.0742622320201878,-3.923401020899232,-7.800093826230471,-4.717422868192676,-2.615597711039085,-12.937881725853867,-13.077997463876635,-9.99532650583884,-13.498362495307353,-9.715086121112096,-2.802430573311052,-2.382065541880334,-6.679123378642291,-6.16534191607559,-7.519853441503728,-6.398874085234342,-6.585706947506309,-9.481553951953344,-12.56422490999114,-11.863610585152472,-10.50910796840554,-9.715086121112096,-10.415691537269558,-10.929472999836259,-10.6959319219963,-10.415691537269558,-8.92106427381865,-9.761794336680087,-13.2648303261486,-15.693604083596927,-14.198967911464813,,,,,,,,,,,,,,,,,,
LGND,,,,,,,,,,,,,,,,,,,,,,,14.429111593372902,14.842728478849285,12.22756695274532,11.681992100264301,14.657555201082362,14.323986118451945,14.114313575462553,13.257482790458491,14.367772058346937,15.491098406582477,16.33686091620352,15.268235985814616,13.446779316709575,10.869401184310945,10.565668626417803,9.963178756035258,8.698491993489247,9.769183191681785,9.906522623595365,8.904606983612336,8.084820896661258,9.583915272421088,10.222905353261687,10.247317950270954,9.479469874229085,7.89739062661545,7.695076518140385,9.055722991642249,7.718382090097885,5.563402784333945,5.0953548944507805,5.6231420046099645,5.810238417128022,3.5216571307210907,2.161860139156851,0.93274734423922,0.2887788643341388,2.008333455167473,0.0,0.8236871099527371,4.339389817660109,6.877386883887995,9.227885265612352,9.683257933375316,11.3574048098564,11.056050673620186,12.61635847809118,10.399788898135242,5.551464719838358,7.01801499219629,5.1831584675098785,2.2567490394725924,3.174185491677094,2.9665888875539417,0.448673361223087,0.49555212727961717,2.0692421651077675,2.1496092740023744,5.303696846059845,5.256818080003315,5.230029043705113,4.138492520076831,4.694305646770136,4.151882943295284,3.0000690405307227,2.203179156737484,1.3861913533246208,1.7143263359977408,3.488921861270465,6.482291595261314,8.785911210929141,11.076140403378515,12.542690675736445,16.989220258866773,17.88656698131295,22.29291710492662,19.266059028097693,19.935719416662387,19.13882134300785,15.08069593182563,,,,,,,,,,,,,,,,,,,
ZVRA,,,,,,,,,,,,,,,,,,,,,60.0,51.89873234352,46.34146681858776,48.1481411711073,44.57830993058745,31.868126340252957,22.448977208643985,23.711342638769693,16.504852211501255,23.711342638769693,21.82740644939417,20.0,20.0,21.21212588270268,17.647061023470208,6.288751466305944,6.1007918194815165,6.194688473006249,5.263161417079773,8.108104392795584,9.090909090909092,4.3478260869565215,3.4482724601392922,3.4482724601392922,-4.0,-9.090907777308086,-5.5118096045518055,-2.4390259031121184,6.194688473006249,5.263161417079773,5.263161417079773,4.3478260869565215,0.0,-2.4390259031121184,-1.639342724524056,6.194688473006249,3.483962505367297,5.263161417079773,11.111109148818315,14.02508370023454,0.0,-1.6666650772094727,-1.6666650772094727,-2.5000015894571943,-0.8333365122477213,0.0,1.6666650772094727,3.3333301544189453,7.499996821085612,21.666669845581055,13.33333651224772,8.333333333333332,14.166665077209473,11.666663487752277,9.166669845581055,12.5,9.999998410542805,16.666666666666664,33.33333333333333,27.500001589457195,30.000003178914387,30.000003178914387,30.83333174387614,25.833336512247723,31.66666825612386,13.33333651224772,9.166669845581055,14.166665077209473,11.666663487752277,4.583334922790527,-3.3333301544189453,9.166669845581055,8.333333333333332,8.750001589457195,8.333333333333332,9.999998410542805,5.000003178914389,3.3333301544189453,1.6666650772094727,-0.8333365122477213,-5.000003178914389,,,,,,,,,,,,,,,,,,,,
PCRX,,,,,,,,,,,,,,,,,,,-10.483874854551852,-11.436168647772957,-12.36842306036698,-6.983240372284626,-10.962572517494058,-8.390644745781637,-7.24234590058198,-7.756230901416172,-7.756230901416172,10.447760060979487,6.55999755859375,10.447760060979487,9.001636886013221,6.55999755859375,4.716981245244374,6.730764175543072,6.389776513578677,1.834857676214803,0.15037364529487782,4.454203618805237,6.11854725188922,5.213268999738756,5.04731367701308,4.388713590194004,3.2558115877846414,4.552586619227882,9.001636886013221,10.447760060979487,7.766989152618077,8.539761753010042,11.074048517402234,3.2558115877846414,4.062497615814209,3.0959753053263683,4.716981245244374,6.050954272652332,7.592886643592782,6.902085537270112,21.09090631658381,18.92856870378767,15.42460588128464,12.881353345967955,0.0,3.6036059772756297,10.210215026356352,7.057064092070527,3.7537538397563637,0.45045504298980626,7.357359817031995,6.906904774042187,7.207211954551259,6.456461186599988,8.108110584983267,6.306313324119254,6.006006143610181,3.6036059772756297,3.4534581147948966,1.0510579484603457,-0.6006029054705395,2.102104441373085,3.243248816212349,-0.6006029054705395,1.9519565788923516,0.9008986304320059,-1.5015015359025452,3.0030030718050904,3.153150934285824,3.6036059772756297,4.504504607707636,0.9008986304320059,3.9039017022370968,4.804811788216709,4.804811788216709,2.552559484362891,2.252252303853818,4.954959650697442,6.156154006090914,6.756756911561454,5.705710418648715,5.705710418648715,2.8528552093243573,2.102104441373085,2.102104441373085,,,,,,,,,,,,,,,,,,,,
RIGL,,,,,,,,,,,,,,,,,,,,,6.2015569780992505,9.01857173230893,8.730163085247447,11.08108325802206,10.187670576347829,7.591628412030501,8.44327638211692,9.308514466459483,11.08108325802206,6.476690290489576,4.580154292611178,6.2015569780992505,-7.847531426882797,-7.640442479184719,-8.666663699679905,-3.294114505543428,-1.4388475223450234,-3.7470690427823437,-2.142849519949846,0.48899707042453194,-2.142849519949846,4.3147226859147505,1.7326775327312125,5.655527575253084,10.781673618721012,9.600003560384113,9.01857173230893,10.781673618721012,16.10169993795729,16.43059962678374,34.75410484492357,24.54546039097902,27.639754565104894,23.42343026063089,32.154349586811385,23.053899375221956,22.686574642311626,5.115090621314535,4.050635035422663,10.187670576347829,0.0,-5.596107338245181,-1.2165496133964553,-6.569348189150041,-12.408764289886816,-9.245744576557595,-10.218979626523979,-11.192214676490362,-11.435523438981958,-12.165455527395222,-9.975670864032384,-7.542583239116424,-5.109489813261989,-5.839421901675252,-7.055965714133232,-10.70559715150717,-8.515818289082807,-9.975670864032384,-5.352798575753585,-4.379563525787202,-4.866181050770393,-3.406328475820818,-3.163019713329222,-1.2165496133964553,-3.406328475820818,-3.6496372383124145,-3.8929460008040104,-3.8929460008040104,-4.866181050770393,-10.462288389015576,-19.22141544058998,-20.924576778031152,-20.924576778031152,-16.301704489752353,-8.272509526591213,-7.785892001608021,-14.355234389819586,-13.625308102344796,-21.654503065505935,-19.70803296557317,-19.95134172806477,-19.95134172806477,-22.14112059048913,,,,,,,,,,,,,,,,,,
RARE,,,,,,,,,,,,,,,,,,,,,16.04414589274402,13.491075049457258,18.073847297944816,14.753407249061375,14.24989470925567,9.513318587958452,12.371558727170514,14.369376144219647,12.905223953368536,8.084601977172893,3.599851401709748,3.835929478953353,3.521394587463093,3.3257789061362417,1.6356897408820756,1.6356897408820756,0.4593055274633672,0.5147036239763253,3.521394587463093,6.671872991860614,8.924301741333284,7.489682432257627,4.490728820740289,6.464173783820158,9.360000610351562,4.750956908025677,10.665858073342399,8.535131293956946,7.236710149525803,10.73308854276791,7.765073899043746,4.590668672374411,7.510813309048078,12.649359855459599,7.828833153970091,3.8162183522071653,3.286742961094338,-0.47324049514410693,2.936749632264469,1.5979201323449048,0.0,0.42062827533407554,-1.4813485164050817,-0.7681089636036862,-1.7190903830701112,-3.7856614544098335,-5.833940396681074,-6.327723235482768,-4.992683846012922,-7.0226776356188365,-4.151427295344772,-2.4323369122746605,-3.6942217382768874,-0.32918855920112927,5.998534676281639,5.705923398814319,8.632043149890672,9.290413291889777,17.264086299781344,17.70299972778075,14.64886297883764,16.934890764177062,17.37381116857962,20.574250068054813,18.48939384404976,17.37381116857962,19.422097087254013,17.95903372351426,23.098019720059266,26.463059875538175,32.24213086141696,33.869781528354125,34.83906902969534,34.9670860275621,33.63203966168909,41.8800318179795,46.744691689722515,45.11704102278535,45.95829757345351,43.25164848918316,42.812721108377445,49.158736472928695,51.28017695507071,,,,,,,,,,,,,,,,,,
BHC,,,,,,,,,,,,,,,,,,,,18.925994125816057,18.075420756082668,15.009498994836932,12.935322969993301,7.1386373451868765,8.224070943363456,8.547521484179494,12.168000298766891,13.642054866233746,10.596831687170665,13.784459924854527,18.152244519366445,15.374841877281867,18.30618499094351,17.388490846483652,14.070350253664188,20.504314632794244,15.890234581971137,15.009498994836932,15.009498994836932,17.616582519112246,15.155353964950747,13.927229143474202,11.891561057369241,9.20024512241153,5.889214293570879,5.3975643057682525,5.3975643057682525,4.367817503124928,4.7893821544146755,5.704304568266426,3.5347713769838487,3.949631145836188,3.5347713769838487,2.2522500753112733,0.49806394082933675,0.49806394082933675,-0.8192224080032392,0.8328684987450791,2.2522500753112733,0.7769111325861296,0.0,8.8656422019794,11.508811509630746,10.187226855805072,14.812778395705525,14.592509035223983,18.72246501706216,21.585903685195046,21.310577487614314,21.916297222896166,21.53083634507466,21.310577487614314,22.24670126361848,22.35682544083806,22.466960121078827,19.768723473307094,22.13656658337771,21.145375467253157,21.585903685195046,21.145375467253157,29.900882988991782,39.9229078244357,37.389873197025125,42.015424736925574,45.70484199780066,46.475774256464874,47.90749359053132,47.577089549809,47.90749359053132,29.73568096863063,33.480176072647296,35.68281716235675,36.123345380298645,33.64537809300845,26.982376980738508,28.35902897468457,25.60572498679245,28.689433015406884,27.973568096863062,26.266522565215883,26.65198344303739,26.266522565215883,,,,,,,,,,,,,,,,,,,
BMRN,,,,,,,,,,,,,,,,,,,9.937727801075564,13.121473274780696,10.876658796757708,8.893547689174305,14.219171605109493,14.027384225265616,11.54915271688005,12.172810930799741,16.14260794398513,12.244115787142515,10.58498904475166,11.071961563518979,5.233042581461908,5.610722152024204,6.760184028113519,4.53523027763047,4.572377036335331,5.572824539168436,7.2660941747211005,7.553602351281185,8.81301832606395,8.27916116897336,6.99308749688273,4.708814299210546,5.711886625610518,2.4605327612350267,7.174937277709488,7.2660941747211005,3.3965818917414077,1.5062637003641968,1.6933547541121918,-0.1921969189493465,-1.2527994714382868,-0.14704770662532762,-1.4071946876783747,-0.4735041526443207,-1.385162991810247,-0.16962741757462904,-0.6750658108262039,-1.2085964902394808,0.7647507867568133,-0.20348214677675328,0.0,4.768916110882379,2.5600387035352754,2.6280015030633384,2.3334816346608895,4.123243588560264,4.293159229648927,4.36112202917699,4.485726256490776,3.0924370125544507,2.6733129168382157,1.7104691403604655,1.9483475809771917,0.7816067636467469,1.9256961952240057,10.55731742602823,8.269147205142218,8.314458618917095,11.395556975192195,11.497509816752796,12.177163738838942,7.476210427484626,6.2415068106261185,3.8966951619543835,3.251022639632268,6.705933677848725,6.388762423693089,7.000453546251174,8.178524377592465,11.293612775900101,12.76620347564384,12.562306434791145,13.400545983955109,17.025372663260228,17.365203945437557,16.368378769195775,17.716356599357223,16.323067355420896,16.52696439627359,15.42818637847121,,,,,,,,,,,,,,,,,,,,,
TXMD,,,,,,,,,,,,,,,,,,,,26.513569937369518,24.948453608247423,17.898832684824903,17.441860465116278,19.76284584980237,21.93158953722334,17.2147001934236,6.878306878306878,9.386281588447654,10.989010989010989,9.584086799276673,5.944055944055944,4.123711340206185,3.5897435897435894,6.129597197898424,6.690140845070422,8.02139037433155,9.98185117967332,8.992805755395683,8.797127468581687,10.181818181818182,5.208333333333334,2.886247877758913,7.06713780918728,0.6644518272425249,-3.04,-1.9417475728155338,0.1652892561983471,1.3377926421404682,0.1652892561983471,2.0202020202020203,1.507537688442211,2.364864864864865,-0.6557377049180327,-3.8095238095238098,-1.6233766233766231,3.5897435897435894,1.8487394957983194,-0.49261083743842365,-5.3125,-5.7542768273716955,0.0,-2.4752475247524752,-3.4653465346534658,-3.9603960396039604,8.745874587458747,18.646864686468646,21.782178217821784,22.442244224422442,16.17161716171617,15.346534653465346,11.881188118811881,13.531353135313532,17.656765676567655,18.81188118811881,18.48184818481848,20.13201320132013,16.666666666666664,15.676567656765677,10.561056105610561,15.346534653465346,12.376237623762377,10.066006600660065,2.9702970297029703,4.785478547854786,4.29042904290429,5.775577557755775,8.25082508250825,8.745874587458747,11.716171617161717,10.561056105610561,11.056105610561056,10.231023102310232,8.58085808580858,10.231023102310232,9.075907590759076,10.726072607260726,9.24092409240924,11.386138613861387,6.6006600660066,7.2607260726072615,6.105610561056106,0.33003300330033003,,,,,,,,,,,,,,,,,,,
PPBT,,,,,,,,,,,,,,,,,,,42.92451955958962,38.99082705264405,38.99082705264405,29.48717833767065,38.99082705264405,36.48647835924034,34.666663275824654,35.2678560404753,35.87444068923884,31.739127117654554,26.249996821085613,26.249996821085613,24.69135879991818,16.988415765775816,18.823526419845283,22.672057899380643,24.180326683487294,23.170726695941106,21.199996948242188,22.672057899380643,18.823526419845283,20.717126599845635,24.69135879991818,28.936166966215094,32.31440935283826,28.936166966215094,29.48717833767065,30.60344069239384,31.739127117654554,26.249996821085613,14.772726041226331,16.988415765775816,9.149852259496978,11.397052894001767,9.703107590135513,9.386275821333907,27.31092524523455,33.48016836426291,49.26108559523279,47.80487432712462,42.25352264022908,40.93022900958394,0.0,-14.851485522468128,-14.521451251881698,-15.511547768760853,-9.900990348312085,-7.590756749087212,-6.2706259616216276,-6.2706259616216276,-5.280523149862337,-5.280523149862337,-6.600660232208057,-7.260722478500781,-9.240921807139225,-10.56105259460481,-13.201320464416114,-14.851485522468128,-11.881183382070395,-13.531348440122407,-12.211217652656824,-12.211217652656824,-12.541251923243255,-12.871286193829684,-18.48184361427845,-19.80198069662417,-19.80198069662417,-20.462042942916895,-21.452145754676184,-22.11220800096891,-23.762373059020923,-22.772276542141768,-22.442242271555337,-26.73266890453852,-26.73266890453852,-25.74257238765937,-27.062703175124952,-28.38283396259054,-29.372936774349824,-34.653466219092294,-32.34323261986742,-33.99339767791943,-36.633659252850606,,,,,,,,,,,,,,,,,,,,
